Title,Label
 NCRB report says cybercrime down in Pune; police records show otherwise ,Crime
" NCRB report: Bihar tops in ATM fraud, attacks on cops ",Crime
 NCRB report: Gujarat ranks first in cops arrested ,Crime
 NCRB report: Maharashtra sixth in ‘offences against state’ ,Crime
 NCRB report: Maharashtra sixth in ‘offences against state’ ,Crime
 NCRB report: Mumbai tops in crime against ‘vulnerable’ senior citizens ,Crime
 NCRB road death figures differ from transport ministry’s numbers in key states ,Crime
 NCRB to prepare annual database on crime against journalists ,Crime
 NCRB: At least 2 die each day after falling into open pits and manholes ,Crime
" NCRB: Bihar tops in deaths due to negligence of medical, civic bodies ",Crime
 NCRB: Goa fourth on crimes against and by foreigners ,Crime
 NCRB: Karnataka hub for child beggars ,Crime
 NCW follows up case till action taken report on crimes against women received ,Crime
 NCW follows up case till ATRs on crimes against women received ,Crime
 NCW issues content advisory to Amazon ,Crime
" Nearly 31K complaints of crimes against women received in 2021, over half from UP: NCW ",Crime
 Nearly 90% of Nirbhaya Fund lying unused: Govt data ,Crime
 'Need special courts for crime against kids' ,Crime
 Neemrana: Girl jumps off the roof to save herself from father’s brutal beating ,Crime
 Neemrana: Girl jumps off the roof to save herself from father’s brutal beating ,Crime
 Nepal not to allow third country nationals to travel to India via Kurtha-Jayanagar railroad ,Crime
 Nepal the epicenter of iPhone theft in India: Police ,Crime
" Net users need to be alert as cyber safety under threat, warn experts ",Crime
 New Alipore resident falls prey to app fraud ,Crime
 New anti-trafficking law soon: Life term for repeat offenders ,Crime
 New book uncovers Indian mystery probed by Sherlock Holmes author ,Crime
 New Delhi: 3 drug rackets busted for operating in international market ,Crime
" New Delhi: Repeated 'offender' woman held with arms, ammunitions ",Crime
 New fingerprint matching system to improve crime detection rate ,Crime
" New form of OTP theft on rise, many techies victims ",Crime
 New Google Messaging App correctly interprets emoji reactions,Non-Crime
 New legal structure needed to counter cyber criminals: Vaishnaw ,Crime
 New legal structure needed to counter cyber criminals: Vaishnaw ,Crime
 New migration mobility partnership with UK to boost work visas for Indians ,Crime
 New tools to combat wildlife trafficking at India’s airports ,Crime
 New Zealand woman dies at hotel in Paharganj ahead of her wedding in India ,Crime
 New Zealand woman found dead at Paharganj hotel ,Crime
 Newborn child’s body found near Mumbai's Gateway of India ,Crime
" News wrap @ evening, 18 November 2020 ",Crime
" News wrap @ evening, 18 November 2020 ",Crime
" News wrap @ evening, 23 November 2020 ",Crime
" News wrap @ morning, 06 October 2021 ",Crime
" News wrap @ morning, 07 October 2021 ",Crime
" News wrap @ morning, 08 October 2021 ",Crime
" News wrap @ morning, 21 October 2021 ",Crime
" News wrap @ morning, 22 October 2021 ",Crime
 NGO annual meet to focus on sexual harassment after ‘#MeToo’ ,Crime
 NHAI consultant’s murder: Firm MD had fled to Nepal ,Crime
 NHAI floats bids for phase III of Chennai-Bengaluru esxpressway ,Crime
 NHAI floats bids for phase III of Chennai-Bengaluru esxpressway ,Crime
 NIA arrests man acquitted in palm-chopping case in Kerala ,Crime
 NIA files ‘UAPA case’ against Dawood and D-Company ,Crime
" NIA, crime branch agree to cooperate in the probe ",Crime
 NIA’s 1st human trafficking case registered from Hyderabad ,Crime
" Nigerian ‘e-friend’ dupes Mumbai woman of Rs 7.6 lakh, held in Delhi ",Crime
 Nigerian arrested for duping people in Delhi ,Crime
 Nigerian fraudsters use fake African documents to enter India ,Crime
 Nigerian fraudsters use fake African documents to enter India ,Crime
 Nigerian held for cheating Hyderabad man by promising foreign funds ,Crime
 Nigerian held for matrimonial fraud in Hyderabad ,Crime
 Nigerian held for peddling in Bengaluru; 25 grams of MDMA seized ,Crime
 Nigerian held with ?1.5cr heroin ,Crime
 Nine Filipinos to be arrested after lockdown: Vashi cops ,Crime
 Nine held as protest turns violent ,Crime
 Nine held for thrashing woman on suspicion of child theft in Uttar Pradesh ,Crime
" Nine states have 54% of Dalits, see 84% of crime against SCs ",Crime
 Nine-year-old girl raped by her uncle in Anjar ,Crime
 Niper ex-director moves Punjab and Haryana high court against his sacking ,Crime
 Nirav Modi’s sister helps ED to recover over Rs 17 crore ,Crime
 Nirav Modi’s son in HC against seizure of penthouse ,Crime
 Nirav Modi's sister turning approver will help ED recover Rs 580 crore assets ,Crime
 Nirbhaya case convicts testing India’s patience: Centre ,Crime
 Nirbhaya case officer on 'Delhi Crime': Told director to tell the story as it is ,Crime
 Nirbhaya case: SC declines to entertain convict Mukesh's plea claiming he wasn't in Delhi at time of crime ,Crime
 Nirbhaya’s mom breaks down as next hearing scheduled for new year ,Crime
" Nithyananda case: Police say godman shuttling between Ecuador, Trinidad ",Crime
 Nitish asked to stop crime or run pumps ,Crime
" Nitish Kumar is visionless, has ruined two generations of Bihar: Tejashwi Yadav on Bihar CM ",Crime
" No arrest in dowry cases till charges are verified, says Supreme Court ",Crime
 No bail for mom-in-law in minor’s suicide: Bombay HC ,Crime
" No body double, Aditi Prabhudeva will do her own stunts in a crime thriller ",Crime
 No breakthrough in Central bank heist case after one week ,Crime
 No breakthrough in Cuttack robbery yet ,Crime
" No change in crimes against women, feel Nirbhaya’s parents ",Crime
 No Chinese village on Indian soil: Law minister Kiren Rijiju ,Crime
 No clear trend in sedition cases in NCRB data: Govt ,Crime
 No clue in dacoity case even as street crimes continue ,Crime
 No country for young activists? ,Crime
 No country for young activists? ,Crime
" No Covid respite, 3 senior citizens murdered each day in 2020 ",Crime
" No decision on Sushil Kumar till investigation is on, meeting with federation chief soon: WFI Asst Secy ",Crime
 No difference between DMK and Congress: Sanjay Dutt ,Crime
" No evidence found against Sudha Bharadwaj, says lawyer ",Crime
" No fast track court in Madhya Pradesh for crime against women, kids ",Crime
 No headway in Sec 30 bank cheating case ,Crime
 'No ifs and buts': Jaishankar's eight-point action plan at UNSC on anti-terrorism ,Crime
 No law and order issue in Mysuru city: Somashekar ,Crime
 No rifles missing: Kerala crime branch after verification ,Crime
 No. of crimes committed by foreigners jumps by 341% in Uttarakhand: NCRB ,Crime
" Nobel laureate Kailash Satyarthi: In India, two children are raped, four are sexually abused and eight go missing every hour. Isn’t this a national emergency? ",Crime
" Noida crown of UP, just as Jammu and Kashmir is India’s: Minister Nand Gopal Gupta ",Crime
" Noida Phase III: Police arrest 3, accused of duping 6,500 people in bike taxi scam ",Crime
 Noida: Amazon officials booked as user’s account hacked ,Crime
" Noida: Complaint against J&K student after Pulwama post, he says account fake ",Crime
 Noida: Health surveyor thrashed by cops ,Crime
" Noida: Rs 251 smartphone man now accused of dry fruits fraud, arrested ",Crime
" Noida: Salons to cafes, fake firms floated to park money ",Crime
" Noida: Streetcrime dipped in lockdown, but cybercrime saw a 30% rise ",Crime
" Noida: Streetcrime dipped in lockdown, but cybercrime saw a 30% rise ",Crime
 Noida: Youth held for extortion at toll plaza at Luharli on Dadri-Bulandshahr highway ,Crime
 None can touch Indian citizens: Rajnath Singh on CAA ,Crime
 Northeast Delhi riots: Charges filed against Pinjra Tod activists ,Crime
" Not just India, globally marital rape is difficult to pin as a crime ",Crime
 Note ban triggers record 14-times high generation of suspicious reports linked to tax crimes: FIU ,Crime
 Notice over Ghaziabad video post: Nizami visits police station ,Crime
" Notice to AJL, Moti Lal Vora on ED plea regarding attachment of plot ",Crime
" Now, an integrated office in Jaipur to take care of forests & wildlife ",Crime
" Now, crime branch will investigate begging racket ",Crime
" Now, Goa cops propose to start community policing for slums ",Crime
" Now, mysterious hair chopping incident reported from Ludhiana ",Crime
" NREGA labourer beaten brutally in UP, video goes viral ",Crime
 NSO Group will no longer talk to media about the ‘abuse’ of Pegasus spyware ,Crime
 NTCA highlights perils of wildlife photos with geo-tagging ,Crime
" O2 concentrator black marketing case: Navneet Kalra committed white-collar crime, says Delhi Police ",Crime
 Odisha 2nd only to UP in number of prisoners with mental illness: NCRB ,Crime
 Odisha crime branch: Man held from Tamil Nadu for Rs 5 crore loan fraud ,Crime
 Odisha EOW arrests contractor for withdrawing Rs 2.87 crore by cloning cheque ,Crime
 Odisha Police arrests four contractual staffers of DRDO for sharing defence secrets with suspected Pak agents ,Crime
 Odisha police under scanner for under-reporting encounter deaths ,Crime
 Odisha STF issues helpline number to get information on wildlife crime ,Crime
 Odisha to recommend compulsory retirement of IFS officer held for graft ,Crime
 Odisha tops in deaths due to accidental fall from moving vehicles ,Crime
" Odisha: Ivory smuggling racket busted, three held ",Crime
" Odisha: Marijuana worth Rs 2.25 crore seized in Malkangiri, 3 held ",Crime
 Odisha: One held for duping bizman of 50 lakh with promise to sell hotel ,Crime
 Odisha: One held for duping bizman of 50 lakh with promise to sell hotel ,Crime
" Odisha: STF rescues Pangolin, 2 wildlife smugglers held in Koraput ",Crime
" Offered rly jobs, cheated many: 1 arrested in city ",Crime
 Officials on alert as gang from central India enters Tamil Nadu forests ,Crime
" Old enough to rape, but not to go to jail ",Crime
 Old video of Kapil Sharma asking Shilpa Shetty's husband Raj Kundra about his income goes viral after his arrest ,Crime
 OLX fraud in Hyderabad: Conmen pose as Army officers to extract funds ,Crime
 OLX fraud in Hyderabad: Conmen pose as Army officers to extract funds ,Crime
 On cam: Businessman shot dead in Delhi ,Crime
 On cam: Goons rob petrol pump manager of Rs 9 lakh ,Crime
 On cam: Jewellery shop robbed at gun-point in broad daylight ,Crime
 On cam: Shootout in Delhi’s Govindpuri market ,Crime
 On cam: Siblings murder each other over property dispute in Delhi ,Crime
" On cam: TV journalist chased, beaten with baseball bat in UP’s Saharanpur ",Crime
" On Covid duty, doctor couple in UP away from 2-year-old son for 5 months ",Crime
" On Yoga Day, experts look to tie in Africa, India ",Crime
 One cybercrime in India every 10 minutes ,Crime
" One every hour: At 10,335, last year saw most student suicides in 25 years ",Crime
 'One has to wait for good things': Sushmita Sen shares update on 'Aarya 2' ,Crime
" One held for international call racket, air guns seized ",Crime
" One in five murders in Gujarat due to love affair, illicit relationship ",Crime
 One minor held for rape every 4 hours in India ,Crime
 One out of every 3 sex trafficking victims rescued in India is from Maharashtra: NCRB report ,Crime
 One shooter arrested from Panipat in NHAI consultant murder case ,Crime
 OnePlus 10 Pro 5G set to launch in India on 31 March- All you need to know ,Non-Crime
 Online ‘foreigner friend’ cons HR manager of Rs 7L ,Crime
 Online ‘friend’ dupes woman of Rs 5 lakh: Dehradun police ,Crime
" Online battleground: India bans 118 more apps, including PUBG ",Crime
 Online cheats dupe 30 people in 7 days ,Crime
 Online fraud: Rs 66 lakh deducted from bank account ,Crime
 Online fraudsters may prey more on victims of job loss ,Crime
 Only 3% juveniles in crime studied beyond Class 12 ,Crime
" Only BJP can keep UP and India safe, says Amit Shah ",Crime
 Only way to stop Covid-19 spread now is full lockdown: Rahul Gandhi ,Crime
 Opinion divided over legality of Stayzilla case ,Crime
" Oppn parties attack govt on rising prices, unemployment; accuse it of impinging on rights of states ",Crime
 Opposition parties extend support to Bharat Bandh by farmer unions; Protests in several states ,Crime
 Opposition parties extend support to Bharat Bandh by farmer unions; Protests in several states ,Crime
 Ostracised by society RWA: Crew member ,Crime
" Other states, UTs have laws to protect their land, why not J&K: Omar Abdullah ",Crime
 OTP fraud: Gang of 3 busted for duping bank customers of RS 5.5 lakhs ,Crime
" Our foreign policy correct, successful: Gadkari hits back at Rahul Gandhi over his remarks on Centre's foreign policy decisions ",Crime
" Our foreign policy correct, successful: Gadkari hits back at Rahul Gandhi over his remarks on Centre's foreign policy decisions ",Crime
 Our friendship with India and China remains of 'paramount importance' in conduct of our foreign policy: Nepal at UN ,Crime
 Our performance in UNSC again indicates that the world needs India to be at the horseshoe table permanently: Amb Tirumurti ,Crime
" Over 10 crore Indians own cryptocurrency, highest in the world: Report ",Crime
" Over 2,000% rise in crimes against children in 6 years ",Crime
" Over 3,000 people arrested under UAPA between 2017 and 2019: Govt ",Crime
" Over 31,000 individuals convicted in 2018 for environment offences across India: NCRB ",Crime
 Over a dozen break ins and thefts this month in Kozhikode ,Crime
 Over a third of crimes against foreigners in Delhi ,Crime
" Over half the population of Madhya Pradesh paid a bribe in 2019, says survey ",Crime
" Over RS 4,000cr laundered via cryptos unearthed by ED in 1 year ",Crime
" Overcrowding continues in Indian jails, situation worst in UP despite: NCRB ",Crime
 Owaisi effect? Congress to organise convention for minorities in Bengal on December 23,Non-Crime
" Pakistan a 'terrorist state', carries out war crimes, India tells UN ",Crime
" Pakistan blames India, Afghanistan for July 14 terror attack on bus carrying Chinese engineers ",Crime
" Pakistan fails FATF test, to stay on terror watchdog's grey list ",Crime
 Pakistan High Commission staffer told to leave India for spying ,Crime
 Pakistan PM Imran Khan refuses to acknowledge China’s repression of Uighurs ,Crime
 Pakistan’s 131-page dossier accuses India of hosting ISIS camps ,Crime
" Pakistan's ISI using crime syndicates in France, Thailand to further its agenda ",Crime
 Palestinian minister expresses disappointment over India’s abstention at UNHRC vote ,Crime
 Panaji: Nurses get lesson on cyber crime ,Crime
 Panaji: Nurses get lesson on cyber crime ,Crime
 Panchkula: IFS officer loses Rs 1.2 lakh in bank fraud ,Crime
" Pandora Papers: Experts suggest global minimum tax, better financial transparency to curb tax-haven abuse ",Crime
 Panel to draft SOP for Patna police functioning ,Crime
 Panellists at Time LitFest: Terrifying pieces of writing on crime come from real life ,Crime
 Pan-India raid shuts 3 drug markets on darknet ,Crime
 Pan-India raid shuts 3 drug markets on darknet ,Crime
" Pani-puri seller caught with pistol, 7 live cartridges ",Crime
 Panun urges UT govt and government of India to take seriously the developments in Afghanistan ,Crime
 Panvel: Three held for smuggling ration rice worth Rs 33 lakh ,Crime
 Parental abduction: From mere marital dispute to international crime ,Crime
 Parliamentary panel summons MHA officials on 'atrocities against women' ,Crime
" Parole, furlough not absolute right; not to be given to terrorists, hardened criminals: MHA to States ",Crime
 Parul Yadav: Only three drug users in India are women? ,Crime
 Parul Yadav: Only three drug users in India are women? ,Crime
 Passenger profiling in the wings to check crime ,Crime
 Passport fraud case: 49 suspected foreigners yet to be traced ,Crime
 Pastor turns bike thief to pay rent for prayer hall in Tamil Nadu ,Crime
" Patiala: AIIMS staff on Covid duty protest unhygienic food & stay, sent back ",Crime
 Patna deputy mayor’s son held during liquor party ,Crime
 Patna high court bench suspends probe order by judge in graft case ,Crime
 Patna: Rs 15 crore illegally withdrawn from govt account in private bank ,Crime
" Pay Rs 3,000 compensation for defective jacket, refund cost, Sector 17 store told ",Crime
 Payal Rajput’s female-centric film titled as ‘5Ws’; First Look Out ,Crime
 Pegasus and a missile system were 'centerpieces' of $2 bn deal between India and Israel in 2017: NYT ,Crime
" People abroad think India a nation of crimes, rapes: Bombay high court ",Crime
 People are continuing to dump their pets in Covid ,Crime
" People speaking in 'Pak language' on CAA, says Yogi Adityanath; calls SP 'inseparable' from crime ",Crime
 Perpetrators of heinous terror attacks continue to enjoy 'state hospitality' in Pak: India at UN ,Crime
 PETA India finds wildlife meat markets in Northeast ,Crime
 PETA opposes declaring wild animals ‘vermin’ ,Crime
 Petition in Bihar court against intellectuals who wrote to PM on hate crimes ,Crime
 PFI members tried to disturb communal harmony in Hathras: ED ,Crime
 PFI received over Rs 100 crore in its banks over the years: ED to Kerala court ,Crime
 PFI received over Rs 100 crore in its banks over the years: ED to Kerala court ,Crime
" PFI-Delhi’s president, secretary held for funding riots ",Crime
" PFI-Delhi’s president, secretary held for funding riots ",Crime
" PIL in SC seeks directions to Centre, state govts against criminals involved in human trafficking, smuggling ",Crime
" Pilibhit: PTR, forest dept officials trained in forensic techniques ",Crime
 PIO doctor found guilty of 54 sex crimes against 48 female patients over 35-year period in Britain ,Crime
" Pioneer of organised crime in western Uttar Pradesh, Uttarakhand surrenders ",Crime
" Playing aerial shots is not a crime, says Rohit Sharma ",Crime
" Playing aerial shots is not a crime, says Rohit Sharma ",Crime
 Playing aerial shots is not crime: Rohit ,Crime
 Plea in HC to use Aadhaar biometrics to identify unnamed dead bodies ,Crime
" Plea in SC seeking to ascertain feasibility of confiscating black money, benami property ",Crime
 Plea withdrawn as HC cites government’s prerogative ,Crime
 Please forgive my mother: UP death row convict Shabnam’s son to President of India ,Crime
 PM asks students to come up with innovative concepts ,Crime
 PM asks top police officials to deal with cyber crime on priority ,Crime
 PM Modi lauds police forces on Police Commemoration Day ,Crime
 PM Modi to chair UNSC debate on maritime security today ,Crime
 PM’s account of BJP’s development works a false interpretation: Congress ,Crime
 PMK leader S Ramadoss urges Centre to take firm stand to empower Sri Lankan Tamils ,Crime
 PMLA case: ED carries out searches on PFI in Kurnool district ,Crime
 PMLA case: ED carries out searches on PFI in Kurnool district ,Crime
 Poaching cases in India went up 151% in lockdown: TRAFFIC report ,Crime
 Police arrest two Afghan nationals for smuggling 50kg of heroin ,Crime
 Police carry out crackdown on Kolkata bars ,Crime
" Police crack Fatorda murder case, 3 workers nabbed in Mum ",Crime
" Police get 3 more cheating plaints against Tantric, aides ",Crime
 Police seek court nod for polygraph test on fake doctor Swain ,Crime
 Police station in Manipur rated India's 'best performing' ,Crime
 Police stations to get Wi-Fi in 10 days to track probe works ,Crime
 Police suspect role of Bihar gang in the Rs 3-crore robbery at gold loan firm ,Crime
 Police swing into action to control organised crime ,Crime
 Police to review cases registered under Section 377 ,Crime
" Police try to reach out, but elderly unimpressed ",Crime
" Police verification of agents, vehicles must before late-night deliveries can resume in Noida ",Crime
" Police wake up after crime, set up permanent check post in South City ",Crime
" Police wake up after crime, set up permanent check post in South City ",Crime
 Poll-bound UP sees rise in inciting on Net ,Crime
" Poor net speed hurts police stations, move afoot to double ",Crime
 Portal to report crimes against women ,Crime
 Portronics Kronos Y1: A Smart Calling Wearable with Premium Look,Non-Crime
" Post on Telegram threatens Tamil Nadu, Delhi cops ",Crime
 Posters calling for a ‘rape-free India’ appear in London Tube stations ,Crime
" Poverty inspires you to come up in life, says entrepreneur ",Crime
 Poverty is the biggest crime in India ,Crime
 Poverty is the biggest crime in India ,Crime
" Pranati Rai Prakash on shooting for her upcoming series 'Cartel': Tanuj Virwani, Rithvik Dhanjani were very encouraging and appreciative ",Crime
 Pranav Misshra to play Disha Parmar’s brother in Bade Achhe Lagte Hain 2 ,Crime
" Preventable Deaths: In India, at least 2 die each day due to open pits & manholes ",Crime
" Preventable Deaths: In India, at least 2 die each day due to open pits & manholes ",Crime
" Preview to Mountain Echoes, 2019 -- literary festival in Bhutan ",Crime
 Prisons across the country make Rs 200 crore of goods a year ,Crime
" Private firm staff shot at, robbed of Rs9L in Saran ",Crime
 Probe begins in monastic school case. 3 Of 7 students who fled brought back from border ,Crime
 Professional Fighters League set for India foray in early 2021 ,Crime
 Progress of women will strengthen India: PM Modi ,Crime
 Proposal for wildlife DNA analysis lab in Nagpur shelved ,Crime
 Proposed amendments to the Prevention of Cruelty to Animals Act: FIAPO seeks stricter penalties ,Crime
 Protected birds and animals still being sold at Murgi Chowk ,Crime
 Protest against French prez ,Crime
" Providing likes not an offence, says accused charged in fake followers racket ",Crime
 PSU insurance firm officer held for embezzling ?2 crore ,Crime
" Public activism led to increase in reporting of crimes against women, says study ",Crime
 Puducherry girl dies after being repeatedly raped by youth; mother alleges threat from accused’s relatives ,Crime
 Puducherry: House passes anti-CAA resolution ,Crime
 Pune : Woman loses over Rs 8 lakh to online matrimonial fraud ,Crime
" Pune 4th in violent crimes; spurt in kidnapping, abduction cases ",Crime
 Pune cops recover Rs 14 crore stolen in Cosmos bank online heist ,Crime
 Pune police help cyber crime victims to get refund ,Crime
 Pune police help cyber crime victims to get refund ,Crime
 Pune police helps 10 cybercrime victims to get refund from banks ,Crime
 Pune Police offers refuge to Bangladeshi couple awaiting passage home ,Crime
 Pune stands third across India for crimes against the elderly ,Crime
 Pune techie gives away Rs 9.7 lakh to social media ‘friend’ ,Crime
" Pune: ‘Turkish nationals’ count currency notes, dupe pharmacist of Rs 24,500 ",Crime
 Pune: Air gun seized from MPSC aspirant ,Crime
" Pune: Duo trigger blast at ATM kiosk near Chakan, flee with Rs 29 lakh ",Crime
 Pune: Fake notes of Rs 55 crore value seized in Pune; jawan among 6 held ,Crime
 Pune: Flyer held with gold worth Rs 34.8 lakh for smuggling ,Crime
" Pune: Foreign national attacks pregnant woman, booked ",Crime
" Pune: Fraudster swaps debit card, dupes man of Rs 64,000 ",Crime
" Pune: Fraudsters cheat student seeking education loan of Rs 90,000 ",Crime
" Pune: Hackers bugged e-banking facility, broke security code ",Crime
" Pune: Income tax searches at BVG, company denies wrongdoing ",Crime
 Pune: Iranians held for duping pharmacist ,Crime
 Pune: Matrimony fraud costs Undri woman nearly Rs 2.5 lakh ,Crime
 Pune: Matrimony fraud costs Undri woman nearly Rs 2.5 lakh ,Crime
 Pune: One of two armed men held in IIFL robbery case ,Crime
 Pune: One of two armed men held in IIFL robbery case ,Crime
 Pune: Police form SIT to probe ATM unit thefts in Pimpri Chinchwad ,Crime
 Pune: Police form SIT to probe ATM unit thefts in Pimpri Chinchwad ,Crime
 Pune: Senior bank official gets five yrs in jail in Rs 300 crore fraud ,Crime
 Pune: Senior ex-staffer of fashion firm held in cheating case ,Crime
 Pune: Six techies among 9 held on charge of stealing data of private banks’ accounts ,Crime
 Pune: Three held for selling key drugs illegally ,Crime
 Pune: Three men posing as NDA officers dupe youth of Rs 1.32 lakh ,Crime
 Pune: Trio rob finance firm of Rs 1 crore gold at gunpoint ,Crime
" Pune: US woman slaps doctor, police write to special branch for action ",Crime
 Punjab advocate gets 7-year rigorous imprisonment for robbing bank ,Crime
 Punjab and Haryana high court refuses to stay Niper directer's termination ,Crime
" Punjab Police head constable kills wife, 3 others with AK-47 service rifle ",Crime
 Punjab recorded 2nd highest prison suicides in 2019: NCRB ,Crime
" Punjab tops crime rate in NDPS Act cases, Himachal Pradesh takes second spot ",Crime
 Punjab: 30kg gold theft case solved with gangster's arrest ,Crime
 Punjab: 30kg gold theft case solved with gangster's arrest ,Crime
" Punjab: In Fazilka, 3-month-old girl buried alive by aunt ",Crime
" Punjab: In poll run-up, Election Commission finds 39% of voter-bribing complaints right ",Crime
" Punjab: Loopholes in border security, drones major challenges ",Crime
 Punjab: Man arrested for duping Nawanshahr resident of Rs 26 lakh ,Crime
 Punjab: Man misbehaves with wife of Armyman ,Crime
 Punjab: Nigerian held for duping man of Rs 14 lakh ,Crime
 Punjab: Police yet to nab kala kachha gang that struck the house of relatives of cricketer Suresh Raina ,Crime
 Punjab: Poor conviction rates reason for rise in atrocities against dalits ,Crime
" Punjab: Sukhbir Singh Badal appears in Hoshiarpur court, secures bail in forgery case ",Crime
 'Pushpa' writer Srikanth Vissa: 'Pushpa-The Rule' will be bigger and better than the first part - #BehindTheCamera ,Crime
" Putin thanks India for maritime security initiative, reaffirms Russia's commitment to combat crime at sea ",Crime
" Putin’s playing poker, not chess, won’t have a 2-2 draw: Kasparov ",Crime
 Puttingal tragedy: CB’s chargesheet mentions 59 names ,Crime
 PVR staffer found dead in Noida mall ,Crime
 Raid busts racket diverting nearly 20 quintals PDS wheat in Mumbai ,Crime
 Railway employee duped of Rs 13 lakh while buying phone online ,Crime
 Railway officer's search for groom on matrimonial sites lands conman in jail ,Crime
 Raj & DK to direct crime-thriller 'Guns & Gulaabs' ,Crime
 Raj & DK to direct crime-thriller 'Guns & Gulaabs' ,Crime
" Raj Kundra pornography case: Cops tell court that businessman may try to escape, could continue committing similar crimes if granted bail ",Crime
" Raj Kundra pornography case: Shilpa Shetty approaches HC against defamatory content published in media, demands Rs 25 crore for damaging her reputation ",Crime
 Raja Singh denies posting communal post ,Crime
 Rajastan 5th unsafe state for women in India: NCRB ,Crime
 Rajasthan 3rd in hate crimes in India in ’2018: Amnesty India ,Crime
 Rajasthan CM Ashok Gehlot’s son accused in fraud case ,Crime
 Rajasthan CM urges PM to make registration of FIRs mandatory in all states ,Crime
 Rajasthan Muslim leaders worried over rising hate crimes ,Crime
 Rajasthan police seeks Odisha CB's help in MES spying case ,Crime
 Rajasthan political crisis: Eight-member team constituted to probe horse-trading case ,Crime
" Rajasthan sees Rs 49,000 crore loss due to mishaps in 5 years: Report ",Crime
" Rajasthan tops country in forgery, fraud & cheating cases, Uttar Pradesh at second spot ",Crime
" Rajasthan tops rape cases in country, Jaipur 2nd among metro cities ",Crime
 Rajasthan: 15-year-old girl raped ,Crime
" Rajasthan: 2 arrested after Dalit man thrashed, forced to drink urine in Churu ",Crime
 Rajasthan: Banned medicines worth Rs 1 crore seized ,Crime
 Rajasthan: Court junks former vice-president family’s petition on Bungalow number 14 ,Crime
 Rajasthan: Dalit woman allegedly raped at gunpoint ,Crime
 Rajasthan: International narcotics racket busted; one smuggler arrested with 5 kg of charas ,Crime
" Rajasthan: Nagaur man dupes US citizen online of $10k, arrested by SOG ",Crime
" Rajasthan: Over 1,500 children went missing during pandemic in 2020, reveals study ",Crime
 Rajiv assassination not a crime against India: Ram Jethmalani ,Crime
 Rajkot retains its suicide capital tag ,Crime
 Rajkot retains its suicide capital tag ,Crime
 Rajkot: Elderly woman’s murderer turns out to be serial killer ,Crime
 Rajkot: Loaded mobile app helps cops reduce crime by 24% ,Crime
 Rajnath Singh instructs officials to identify agents of 'radicalisation' ,Crime
 Rajnath Singh instructs officials to identify agents of 'radicalisation' ,Crime
 Ram Gopal Varma announces a lesbian crime-action drama titled Dangerous ,Crime
 Ramya: Speak up on Hathras or you're doing a disservice to humanity ,Crime
 Rape accused escapes from Colvale jail ,Crime
 Rape-murder of 25-year-old rocks Prakasam district ,Crime
 Ravi Kishan: Drugs and sexual abuse are interconnected ,Crime
 Ravi Pujari has fled Senegal: Cops ,Crime
" Reach out to those in need, say mental health experts ",Crime
 Realty scam: Actress on the run for 2 years held ,Crime
" Recognise enforced disappearance as a distinct crime: activists, formerly incarcerated persons in South Asia at Sapan virtual session ",Crime
 Registration of online FIRs soon for 7 crime and related services ,Crime
" Regret, relief as 145 US deportees land at Delhi's IGI airport with hands and feet tied ",Crime
" Regret, relief as 145 US deportees land at Delhi's IGI airport with hands and feet tied ",Crime
 Religious leaders unite to lead anti-CAA protest in Madurai ,Crime
 Remembering Nirbhaya: I was numb when I performed the play at India Gate for the first time after the 2012 gang-rape ,Crime
 Remove 'conciliation' from sex harassment law: NCW ,Crime
 Report: 'Fix criminal culpability of officials who fail to prevent hate crimes' ,Crime
" Reporting, not crime, on rise in state: Nitish Kumar ",Crime
" Republic’s TRPs high from 1st month, used to get revenue: Cops ",Crime
" Residents rescue woman from molestation, set vehicle ablaze ",Crime
 Residents say Hyderabad becoming crime capital ,Crime
 Residents say Hyderabad becoming crime capital ,Crime
 Retailers expect relief as MCG ropes in 2 private slaughterhouses to supply meat ,Crime
" Retired professor loses Rs 62,300 to cyber fraud in Mumbai ",Crime
" Retired professor loses Rs 62,300 to cyber fraud in Mumbai ",Crime
 Rhea Chakraborty files an official police complaint against the rape and death threats she received post Sushant Singh Rajput's demise ,Crime
 Rhea Chakraborty files an official police complaint against the rape and death threats she received post Sushant Singh Rajput's demise ,Crime
" Rifles, ammunition stolen from Army sentries in Pachmari, Madhya Pradesh on alert ",Crime
 Rise in crime will take a toll on tourism: Digambar Kamat ,Crime
" Rising hate-crimes, intolerance to seriously damage growth, warns Godrej ",Crime
 Road accidents: Three pedestrians killed every day in Gujarat ,Crime
 Road deaths: Lack of uniform data hurting effective planning ,Crime
 Robbers dig 15-ft tunnel to loot bank in Meerut ,Crime
 Rohit Shekhar Tiwari murder: 'I removed the cause of my unhappiness' ,Crime
 Rohit Shekhar Tiwari murder: 'I removed the cause of my unhappiness' ,Crime
 Rohtak: Mutilated body of minor girl found in a bag near canal ,Crime
 Rohtak: Mutilated body of minor girl found in a bag near canal ,Crime
 Rowdy sheeter Ayub asks youth to give up crime ,Crime
 Rs 1 crore bank fraud: Two brothers held in Tamil Nadu ,Crime
 Rs 1 lakh Kuwait job con dawns on Nepal man at Kathmandu airport ,Crime
 Rs 10 lakh looted at gunpoint in Madhubani village ,Crime
