,username,description,location,text,hashtags
87,HasnainAkhtar99,Journalist. 'Work Smart Not Hard'. Tweets are personal & Re-tweets don't always mean I agree, Bharat,"@KenRoth Huge support of imperialist #USA &amp; #UK to #ApartheidIsrael , puppet #Wahhabi Arab monarchies or any other country means of getting license for committing crime against humanity that is why not suffering from #US or @UN sanctions or actions!
#Yemen #Palestine ...","['USA', 'UK', 'ApartheidIsrael', 'Wahhabi', 'US', 'Yemen', 'Palestine']"
88,rajumarwal,sant Rampal Ji bhagwan h Sri Ganganagar,Sri Ganganagar,"#GodMorningSaturday
Movies are the school of crime. The activities shown in the films increase the crimes like rape, murder, theft, bribery etc. in the society, the films should be banned.
For more information visit the sant Rampal Ji Maharaj  channel. https://t.co/xR9tFxYNL0",['GodMorningSaturday']
89,HasnainAkhtar99,Journalist. 'Work Smart Not Hard'. Tweets are personal & Re-tweets don't always mean I agree, Bharat,"Huge support of imperialist #USA &amp; #UK to #ApartheidIsrael , puppet #Wahhabi Arab monarchies or any other country means of getting license for committing crime against humanity that is why not suffering from #US or @UN sanctions or actions!
#Yemen #Palestine ... https://t.co/6U3R0vUrc8","['USA', 'UK', 'ApartheidIsrael', 'Wahhabi', 'US', 'Yemen', 'Palestine']"
90,samirahmedfl,Actor/Producer | Owner of @semmagethustudios youtube channel | live let live | i never won any awards but won place in all hearts of my fans,"Coimbatore, Tamil Nadu",#vilangu one best tamil crime - comedy web series in @ZEE5Tamil #vemal anna mass and entire team,"['vilangu', 'vemal']"
91,SwaziJwand,"Writing diary is so ordinary so I made twitter account;
Everything I write here is my own opinion , I'm not answerable to anyone around so please don't argue.",Pakistan,"To me that's a crime, I don't let anyone drink water From my bottle . 
Ughh noo wayy I'm letting you put your lips where I put Mine lmao no 😭😭🤣🤣",[]
92,AamirAliNoonar2,"PRESIDENT PSF City Sukkur🇱🇾

#Jiyala of #Bhuttoism
#SocialActivist
#TeamPPP
#TeamPSF My Leader #SZAB
#SMBB #AAZ #BBZ
Member #PPP Social Media Team
03147718708","Sindh, Pakistan",Telling the truth is a big crime so the government is saying it is better not to tell the truth otherwise get ready to go to jail for five years https://t.co/WsXP8KA97a https://t.co/GiPCBz3a4Z,[]
93,Blackcrow_21,"I am trying to be a Truthful Happy Soul.

Opinions are for either public interest or News or Entertainment
Tweets & RTs are not endorsement",Bharat,"to register a marriage (not court marriage) u need certificate of a maulvi or pandit that all rituals of marriage are performed as per religion. 
fake certificate banana will be fraud n crime 
rituals follow kiye nahi
to register kaise karaoge ?",[]
94,Profdilipmandal,"Founder, Center For Brahmin Studies। Editors Guild। EPW, ThePrint, BBC, Quint। Ex - Editor, India Today, STAR, MCNUJC- Adjunct, CNBC। Harvard India Conference","Delhi, India","Brilliant physicist Meghnad Saha was from a ‘Lower Caste’, faced discrimination and has mostly been forgotten. This made it convenient to bury his character in a ‘true’ history, give him evil Muslim avatar. #RocketBoys  https://t.co/mc0WECH4AU",['RocketBoys']
95,ADasi24278956,bhakti Sandesh 🙏,"Gurgaon, India","#GodMorningSaturday
Crime, obscenity and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj. https://t.co/kQtOJuDu5v",['GodMorningSaturday']
96,Aidosabdraman,"Волонтёр правозащитного движения «Femina Virtute»

#Kazakhstan.🇰🇿

https://t.co/jlTDGZ8PnJ",Kazakhstan ,"5/6
He committed a crime against humanity, violating the right to life of every citizen.We urge the victims and their relatives to make public the facts of torture and illegal persecution.

@RonanMullen 
@BayrPetra https://t.co/8KFMH8bgtO",[]
97,sarab1907,Vice - Principal Of St.Jude's School.,"Jamshedpur, India",Just now I saw A Thursday. Crime did for good thought. But God knows when any proper law will come in regard of crime against women. @yamigautam @NehaDhupia @atul_kulkarni @DisneyPlusHS #AThursdayOnHotstar,['AThursdayOnHotstar']
98,FinBites_in,"Curated crypto news, analysis more, in just 60 words.
Follow and never miss an update on the crypto market.
Visit https://t.co/uikWRvbJUj for all upda",India,"FBI Announces Crypto Crime Division to Tackle Ongoing Ransomware Attacks https://t.co/z4K8LKkGMK

$avax $solana $btc $USDT $BNB  $MATIC #SHIB #cryptocurrency #shibainu #XRPArmy  $btc $USDT $BNB #shibainu #altcoinseason #shib #BabyDogeArmy #reducecryptotax #cryptocurrecy https://t.co/GC9IzqYzJg","['SHIB', 'cryptocurrency', 'shibainu', 'XRPArmy', 'shibainu', 'altcoinseason', 'shib', 'BabyDogeArmy', 'reducecryptotax', 'cryptocurrecy']"
99,Sain_777,your sacrifice will never be forgotten,Iraq,"This is a sketch of man from 1999 who has been seen from the window of the next building brutally murdering 7 women.
Police said that a sword was found in the crime scene, police also said that the suspect is responsible for the 3 missing children case.
Suspect hasn't been found. https://t.co/iC7rFqXurj",[]
100,sudhirpravinrao,"Cat dad, bi, writer. Top wish - being a science fiction novelist.","Bengaluru, India",No one knows this but I did some jail time when I was 17. This is my mug shot. Crime committed? Attempt NEET. https://t.co/8sGG2XVB5K,[]
101,Farhadbaloch54,"student of economic at NUML University

member of @BSCIslamabad","Islamabad, Pakistan","That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch https://t.co/KLGg7tENZA https://t.co/A0xvISsYzA",['ReleaseHafeezBaloch']
102,alan9ariah,سَيَبقَى حُسْنُ صُنْعِكَ حِينَ تَفْنَى،، ،،وَيُدْفَنُ حُسْنُ وَجْهِكَ فِي الرِّمَالِ,Kuwait,@unhealthytruth The sky will fall if they could keep one of them alive or any of there crime evidence,[]
103,V__Nilesh,"Former Environmental, Science, Education, Health & Data Journalist | 
@NewIndianXpress, @DeccanChronicle | Foodie | Hyderabadi","Hyderabad, India","The made up villain in #RocketBoys is Muslim, Communist &amp; Journalist. 

""Brilliant physicist Meghnad Saha was a ‘Mahashudra’, and has mostly been forgotten. This made it convenient to bury his character in a ‘true’ history, give him evil Muslim avatar.""

https://t.co/WQeQsCCymk",['RocketBoys']
104,bandepalyaps,Official twitter account of Bandepalya Police Station (080-22942236). Dial Namma-100 in case of emergency. @BlrCityPolice,"Bengaluru, India",It gives immense joy to hand over the recovered property to the owners which was stolen . Good job by Bandepalya crime team 👏👏👏. https://t.co/TRbO7F1J0t,[]
105,ranvijay81,if i can do i will do,"Jaipur, Rajasthan",@piyushchaudhry As usual police comes when the crime has been committed,[]
106,dar_owais,"Ex-General Secretary Doctors Association Kashmir (DAK). 
Consultant Radiologist in Jk-HME/. 
RTs Not Endorsements.

Apolitical Opinionist /
Moderate...","Anantnag, Jammu And Kashmir","@Drqrskashmir Drug abuse is disease and crime too ... people indulged, r doing oll the Crimes to Finance their drugs be thefts in their own or others families.. its our responsibility to show empathy and sympathy towards them but more imp is to stop the menace by many ways .",[]
107,Ajitkdas1,Corporate consultant and intellectual Law consultant,"New Delhi, India","#GodMorningSaturday
Bollywood is clearly responsible for misleading the youth of our country towards a black future it Encourages Vulgarity, crime &amp; social evils. We should rather listen to Rampal ji Maharaj Ji’s Spiritual Discourses &amp; worship Supreme God. https://t.co/oMpt8YHPxO",['GodMorningSaturday']
108,durrani795,"Columnist in Daily Occasion-
Human Rights Activist-
Legal Advisor South Punjab-Pakistan Internatinal Human Rights Organisation","Lahore, Pakistan","@fawadchaudhry Lets start insulting you until it is made a law. Mr. Dumbo, this is already illegal under cyber crime act 2017. Shame on you for being a lawyer.",[]
109,Rameshw51244319,kabir is supreme God,"Washim, India","Crime, obscenity and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj.
#GodMorningSaturday https://t.co/VkVTTYVDOn",['GodMorningSaturday']
110,Mak28506614,"🕉Hindu🕉,

Amul Vidya Shree Award Winner,

Gate 2018,

Gate 2019",India,"Here is why Pakistan should be Black listed-
-Baloch Genocide
-Pashtun Atrocities 
-Force Conversion 
-Forced Disappearance 
-Journalism become Crime 
-Terror Funding
-Osama Bin Laden as Martyr 
 #BlackListPakistan 
@TahaSSiddiqui https://t.co/mJbI4NG2qv",['BlackListPakistan']
111,TheUnknown965,"Botanist & Microbiologist, MSc in Environmental Science KUniv",kuwait,"@Q8eyeDoctor Believe me i am forensic and crime psychology TV shows senior

Not limit for my imaginations 😂😂",[]
112,salihinomar,Pelat tapi baik,"Merlimau, Melaka",This is crime odegaard🔥🔥🔥 #COYG https://t.co/SQ1YXQEhi1,['COYG']
113,SulaxanRaja,|| The Official Account of Nadarajah Sulaxan || Sri Lankan 🇱🇰 Tamil || December Boy 👦 || World 🗺 Explorer || Ajithism ||,"Vavuniya, Sri Lanka",Far better than average movie. #Crime #Thriller #இரை #irai https://t.co/RT8j3Nujrz,"['Crime', 'Thriller', 'இரை', 'irai']"
114,iamzeeshankhan8,Follower of PROPHET MUHAMMAD (PBUH) or (S.A.W),"Uttar Pradesh, India","18 year's Zeeshan Malik died in police custody his family claim that he was brutally tortured by police they found his bones r broken his only crime was cigrate stealing and the main reason was his name where is our democracy were is our justice.
#JusticeForZeeshanMalik https://t.co/wCVewBpbra",['JusticeForZeeshanMalik']
115,Kollywoodtown,,chennai,"#VilanguReview - Fantastic Crime Investigation Thriller. Must Watch👍👍👍

Very Strong Come Back For @ActortVemal and @p_santh

#Kicha Character 👌👌👌

Rating - 3.75/5

#Vilangu
#VilanguOnZEE5 #ZEE5","['VilanguReview', 'Kicha', 'Vilangu', 'VilanguOnZEE5', 'ZEE5']"
116,emirashaa,Muhammad Hariz 🤍,Shah alam ,"My crime , love , friend , happiness , future partnerr !! https://t.co/CMNuEG3n1w",[]
117,Ghareebpehlay,An ordinary citizen who likes to learn from others.,Rawalpindi,@majorirfanakbar With this simple and meager food he will provide cheap and speedy Justice !  He will look into crime and not debate the laws with reference to other countries.,[]
118,vivuxingh,"Civil services aspirant
Social activist
love photography",Mauranipur jhansi ,"Not received any type of help from @112UttarPradesh yet
@Uppolice 
@SPCityJhansi @jhansipolice 
And now 10:00pm and this time playing loud music is a crime, under Honorable SC decision But I'm irritating now,headache,chest pain from the noise 
Please help @dgpup",[]
119,MacroBullish,"Bullish on the future.
We write educational blogs about finance. Subscribe for free.
#bitcoin",India,"The same article Verge sights in this post also clarifies that illicit share of #crypto transaction volume hit ALL TIME LOW of 0.15% in 2021.
VOLUME matters.
https://t.co/okwJxyOQoD https://t.co/AKSOIU1Ha5 https://t.co/THzQ39vWAa",['crypto']
120,imsomania,Will eat for free.,Male',Palestine_UN: RT @RashidaTlaib: Leave the Salem family alone. Apartheid govt of Israel expelling them from their home is a war crime under intl law. It's also a violation of US law that states no money can be given to a country that commits a systematic … https://t.co/1R6e31yRoB,[]
121,Kalpana_singh_b,,"New Delhi, India","Bollywood is clearly responsible for misleading the youth of our country towards a black future — it encourages vulgarity, crime and social evils. We should rather listen to Supreme @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and worship Supreme God. 
#GodMorningSaturday https://t.co/7bguZJNMah",['GodMorningSaturday']
122,bahuvirupak,"Historian,Blogger, Animal Rights Activist
Wordcraft and Statecraft Beyond Kilvenmeni and other Writings. PhD in History from University of Hawaii at Manoa.","India, Pondicherry",@nkkumaresanraja @VenkataRaghoth1 This crime is covered under the Secular clause and so it has to go,[]
123,amitbhatt27,INDIA FIRST.,India,"Partner in crime....
2015 Delhi Govt. with @AamAadmiParty https://t.co/pYIlmPfTCX",[]
124,BalakhsherB,"difficult road leads toward beautiful destination 

#lawstudents ✍🏻",Turbat Balochistan,"That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch https://t.co/8v6Nj5TcDp",['ReleaseHafeezBaloch']
125,Judge_Me_No,🇮🇳 Nation First 🇮🇳  🏹 Sanatani! 🏹Mahakal Bhakt. Truth has No Fear! Unapologetic Hindu,India,"The verdict AGAINST the crime &amp; criminals will not be digested well, as usual by d anti-nationals, enemies of Country &amp; Modi. Before Gujarat state election, I doubt dey will try to disturb d peace in d state, revenge against d verdict.

#Ahmedabadblast2008 
#AhmedabadSerialBlast https://t.co/PeGp0LeT7x","['Ahmedabadblast2008', 'AhmedabadSerialBlast']"
126,forgotten_26,We are a group of Bayan-e Shamal Media Center (BMC) 🇩🇪 employees who were left behind from evacuation - 6 of us are still in 🇦🇫,Afghanistan,"Saving lives is not a crime, it's the most humane thing to do. We are and will always be with you @Axel_Steier https://t.co/gVXn5GVaZl",[]
127,hamed43793324,"Freedom for all
Together we are strong",Afghanistan,"@danny_mst @Axel_Steier @Poppendiek @PolizeiSachsen I don't know in which laws and books it come that helping humans and those who need help is not legal, the police and government should know this that not did any crime to investigate you.",[]
128,newsvision007,Against injustice : एक धर्मयुद्ध और सही । Retweet is not an endorsement.,North india,"@rajendra_mathi @KirenRijiju @RijijuOffice Poor Vishnu tiwari can lodge a defamation case against dlady,btnothing would happen,as ddefamation suits are built 4rich and powerful people.not poor people like him.He should be thankful dtcourt aquited him,otherwise lots of people are serving r sentence4 crime dey didn't commit",[]
129,liaraleatoria,"chata, chata que menina chata eu tenho vontade de virar e falar pra ela como vc é chata",Lua,Crime https://t.co/s74ONpOiHp,[]
130,Channel1india,"Official Twitter account of Channel 1. ""Follow us for breaking news & updates""","Jammu, Jammu And Kashmir","Handwara resident's ""murder"" is Punjab solved, both accused arrested:SSP Ferozpore

The bike used in crime was also seized, accused during investigation confessed the crime. 
#Murder #case #jammukashmir https://t.co/VeVuokmaPg","['Murder', 'case', 'jammukashmir']"
