User,Tweet,Unnamed: 0,Date
CNNnews18,"Where is Hibatullah Akhunzada the Taliban Supreme Leader? 

Akhunzada is possibly kidnapped or even killed by ISI: Sources

(Exclusive Input: @manojkumargupta)

Watch #TheRightStand with @AnchorAnandN https://t.co/Mdc1X9Y63g",,
CNNnews18,"Reports stating that around 150 Indians have been kidnapped by Taliban near Kabul’s Hamid Karzai International Airport are false, government sources told News18.

https://t.co/21zNM2hr3i",,
CNNnews18,"All reports of kidnapping of Indians by Taliban are false: Top government sources.

(Exclusive Input: @manojkumargupta)

@AnchorAnandN shares details with @ridhimb. https://t.co/3aBHtBrGFb",,
CNNnews18,"India warned its roughly 1,500 residents in Afghanistan of “high risk of kidnapping"" in the country as the Taliban is rapidly taking over the provincial capitals of the country.

Watch #News18Debrief with @SiddiquiMaha https://t.co/eVrYDo10OV",,
CNNnews18,"Taliban forces take over Herat, the country’s third-largest city.

The government has asked all Indians to take commercial flights and return home as the “risk of kidnapping is high”. 

Here's a look at what Taliban wants?

@SiddiquiMaha shares details with @ridhimb https://t.co/dK8uUDYvCf",,
CNNnews18,"The already fragile relationship between Pakistan and Afghanistan took a turn for the worse over the weekend. The Afghan ambassador's daughter was kidnapped and assulted in Islamabad

 CNN's @amcoren with the details.

Watch #News18Debrief with @SiddiquiMaha. https://t.co/VUwcZwbBw4",,
CNNnews18,"#BREAKING | The daughter of Afghanistan Envoy to Pakistan Najibullah Alikhil was kidnapped in Pakistan today morning. She was tortured &amp; released after 5 hours. 

@AdityaRajKaul shares details with @SiddiquiMaha https://t.co/8v753X8hN1",,
CNNnews18,"Barbara Jarabica, whose name has cropped up in fugitive diamantaire Mehul Choksi’s alleged abduction case, has rubbished the charges of being involved in his kidnapping.

https://t.co/6tkhZv57eY",,
CNNnews18,"This is a state-sponsored kidnapping and this declaration of prohibited immigrant is a pre-planned document: Vijay Aggarwal (Mehul Choksi's Lawyer)

Watch #News360 with @ShivaniGupta_5 https://t.co/joPLoYqlCI",,
CNNnews18,"Gurjit Bhandal &amp; Gurmit Singh, whom Mehul Choksi called kidnappers, say Choksi's allegations of him being kidnapped are false and they can prove it.

(Exclusive Input: @manojkumargupta)

@Ashish_Mehrishi shares more details with @AnchorAnandN on #TheRightStand. https://t.co/FB8Z3wdIlm",,
CNNnews18,"Gurjit Bhandal &amp; Gurmit Singh say Mehul Choksi's allegations of him being kidnapped are false, they said we can prove it.

@Ashish_Mehrishi with details.

(Exclusive Input: @manojkumargupta)

Watch #NationAt5 with @AnchorAnandN https://t.co/G0LJvkTdnF",,
CNNnews18,"Unable to Repay Loan, Jammu and Kashmir Man Stages Own 'Kidnapping' and Flees from Home

https://t.co/xXR8gWd3Wc",,
CNNnews18,"Mehul Choksi claimed, though his lawyer Vijay Aggarwal, that he was abducted on May 23 from Jolly Harbour in Antigua and Barbuda. He further alleged that those who kidnapped him in collaboration with Antiguan officials had ""links to India"".

https://t.co/06LVj9YurG",,
CNNnews18,"The shocking incident occurred in Chattisgarh and the accused tried to cover up the crime by pretending the victim had been kidnapped by calling up his mother for Rs 5 lakh ransom.

https://t.co/jfQgzM4blf",,
CNNnews18,"After 13 Months, Minor Girl Escapes 4 Men in UP Who Kidnapped, Raped, Starved &amp; 'Sold' Her into Sex Trade

https://t.co/B9PMdHkQmD",,
CNNnews18,"After 13 Months, Minor Girl Escapes 4 Men in UP Who Kidnapped, Raped, Starved &amp; 'Sold' Her into Sex Trade

https://t.co/B9PMdH3eY3",,
CNNnews18,"38 Tribal Women and Children Kidnapped from Rajasthan by Madhya Pradesh Villagers

https://t.co/1JOzknJVdb",,
CNNnews18,"In a brazen case of mass kidnapping, a group of over 100 people belonging to a Madhya Pradesh village abducted 38 tribal women and children from Rajasthan on suspicion that their men were involved in stealing their bikes, police

https://t.co/1JOzknJVdb",,
CNNnews18,"Former Andhra Minister Arrested for Kidnapping KCR's Relative and Ex-Hockey Player in Hyderabad

https://t.co/WdT404xaRF",,
CNNnews18,"A recent incident that came to light during an investigation into an alleged kidnapping case in Karimganj district has thrown light into the frequently used route adopted by smugglers and infiltrators.

https://t.co/N8ETH9qyhU",,
CNNnews18,"A recent incident that came to light during an investigation into an alleged kidnapping case in Karimganj district has thrown light into the frequently used route adopted by smugglers and infiltrators.

https://t.co/N8ETH98WTk",,
CNNnews18,"According to Sahjanwa Station House Officer (SHO), Santosh Yadav, the girl had been allegedly kidnapped in November.

https://t.co/uB3GDExq7E",,
CNNnews18,"According to Sahjanwa Station House Officer (SHO), Santosh Yadav, the girl had been allegedly kidnapped in November.

https://t.co/uB3GDEP0Zc",,
CNNnews18,"This is a virtual Kidnapping of the Indian sailors by China, but there is another catch as the ship is carrying Australian Coal. China is also targeting Australia, they are trying to hit two birds with one arrow:  Fmr. IG of Intelligence Kulbir Krishnan tells @shreyadhoundial https://t.co/GVZHXY4kEd",,
CNNnews18,"A five-year-old Dalit girl was kidnapped and gang-raped in Uttar Pradesh’s Jalaun district.

https://t.co/DjeOA7ERWX",,
CNNnews18,"#NewsAlert – Democracy and development in Kashmir is a matter of debate. There are politicians being kidnapped and being asked to vote for a certain Political Party: Political Analyst, @GowharGeelani tells @Zakka_Jacob on #BrassTacks https://t.co/MlNd5bXUC8",,
CNNnews18,"Pakistan's army chief has ordered an investigation into allegations that Sindh police chief was kidnapped by army troops to force him to order the arrest of the son-in-law of exiled former prime minister Nawaz Sharif.

https://t.co/0pSdRAR8bI",,
CNNnews18,"Seven Indians, who were were kidnapped in Libya last month, have been released, the Ministry of External Affairs said on Monday.

https://t.co/aBbmcACFg2",,
CNNnews18,"Seven Indians, hailing from Andhra Pradesh, Bihar, Gujarat and Uttar Pradesh, were kidnapped in Libya last month and India is in touch with authorities in the African nation to secure their release.

https://t.co/Al424U0MV1",,
CNNnews18,"7 Indians Kidnapped in Libya, Govt in Touch with Libyan Authorities to Rescue Them: MEA

https://t.co/Al424UinMz",,
CNNnews18,"3 Sisters Go Missing in UP's Baghpat, Family Suspects Kidnapping and Lodges Police Complaint

https://t.co/AWLowYZWrO",,
CNNnews18,"Dinesh Kumar P has been posted as Jhansi SSP, it said. His transfer comes amid kidnapping and killing of a 27-year-old lab technician in Kanpur.

https://t.co/YZQa5R3Zr9",,
CNNnews18,"#NewsAlert – Kidnappers try to abduct a child in Delhi’s Shankarpur.

Mother runs to kid’s rescue, snatches the kid back.

According to the police, the kid’s uncle attempted the kidnapping.

@Nitisha_Kashyap with more details. https://t.co/eUX4Zdhpa6",,
CNNnews18,#WATCH | A mother rescues her child from getting kidnapped. One of the accused has been identified as the child's uncle. He told police that he faced loses in his business and hence thought of earning through kidnapping. https://t.co/RUzAMeWZLo,,
CNNnews18,"Kidnapped Sikh Community Leader in Afghanistan Released from Captivity: MEA

https://t.co/RhcA9DkFwR",,
CNNnews18,"#NewsAlert – J&amp;K BJP leader Meraj-ud-din Malla kidnapped. 

@islahmufti with more details. https://t.co/Z319BGYlwl",,
CNNnews18,"#BREAKING – UP Congress protest ‘kidnapping’ of a worker.

Protests at the police station late in the night.

Police resort to lathi-charge Congress workers.

@pranshumisraa with details. https://t.co/zC9ZqTAKmQ",,
CNNnews18,"A judicial magistrate in Pakistan's Baluchistan province has allowed a Hindu woman to live with her husband after her parents accused him of kidnapping their daughter and forcibly converting her to Islam.

https://t.co/v7Bo7hD2Mp",,
CNNnews18,"#JustIn -- We were always ready. CM has said it himself. It was necessary the MLAs who were kidnapped be present here. Assembly is bound to obey the Supreme Court's order. We are sure &amp; ready: Jitu Patwari, Congress leader

Live Updates: https://t.co/A5HQ9rVP1W

#MPGovtCrisis https://t.co/FMBzYDvoqJ",,
CNNnews18,"#NewsAlert -- They have made it a business that if not given mandate, they remove elected govt by making them change parties &amp; kidnapping MLAs. It is against political morality and mandate of people and against principles of parliamentary democracy: Anand Sharma

#SaffronScindia https://t.co/YdjVwIu6oG",,
CNNnews18,"#NewsAlert -- Gujarat Police has issued a Blue Corner Notice against self-styled godman Nithyananda in a kidnapping case: KT Kamaria, Deputy SP, Ahmedabad https://t.co/gpaC1iDTHF",,
CNNnews18,"#NewsAlert | Thousands are kidnapped, converted so many women were raped. Hundreds of temples and gurudwaras were destroyed, statues of Buddha were blown apart in Afghanistan, who will help the persecuted? asks Home Minister Amit Shah https://t.co/ZLPpyQwPfw",,
CNNnews18,"Five men pretending to be CBI officers went to the apartment of Tongbram Lukhoi Singh (Brother of Manipur CM N Biren Singh) and kidnapped him, police said.

https://t.co/ooyFRiOpoj",,
CNNnews18,"#RahulRapeGaffe – Why the cases of molestation, abduction and kidnapping have gone up?: Ravi Srivastava (@ravi4354), Political Analyst tells @AnchorAnandN on #TheRightStand. https://t.co/O0WUb014Fd",,
CNNnews18,"A Delhi court has reserved verdict for next week in the case of alleged kidnapping and rape of a woman by expelled BJP MLA Kuldeep Singh Sengar in Unnao in 2017.

https://t.co/AUVCSPOFqk",,
CNNnews18,"#NewsAlert – A Delhi court has reserved its verdict for December 16, in the case of alleged kidnapping and rape of a woman by expelled BJP MLA Kuldeep Singh Sengar.

Join @Zakka_Jacob on #BrassTacks. https://t.co/XN2KxOWiVF",,
CNNnews18,"#BREAKING – 18 Indians on board Hong Kong vessel kidnapped in Nigeria.

The Indian Mission has reached out to African authorities. The Hong Kong vessel was attacked by pirates on December 3.

@shreyadhoundial and @SiddiquiMaha with more details https://t.co/JWhm8oY7BC",,
CNNnews18,"#NewsAlert – Our mission in Nigeria has taken up the matter related to the kidnapping of Indian crew members of the ship mt nave constellation off Bonny, Nigeria with the Nigerian government &amp; security agencies: Government Sources. https://t.co/npMdrTNETJ",,
CNNnews18,#NewsAlert – 18 Indians on board a Hong-Kong vessel were kidnapped off a Nigerian coast. The Indian mission in Nigeria is trying to ascertain the details and rescue the abducted Indians. The ship was taken over by pirates on Monday. https://t.co/26ZJ62kjc9,,
CNNnews18,"#UddhavMahaCM – Live visuals from ‘Sahyadri’ where CM Uddhav Thackeray has called for a Cabinet meet.

You all are chest-beating on a kidnapped mandate and you have every right to celebrate, says @sambitswaraj.

Watch #TheRightStand with @AnchorAnandN. https://t.co/W3a2hYQwZl",,
CNNnews18,"An FIR was registered against the controversial guru on the charges of kidnapping and wrongful confinement of children to make them collect donations to run his ashram.

https://t.co/CAsr6r4BCu",,
CNNnews18,"#Alert – Rape accused self-proclaimed godman Nithyananda goes missing after being charged of kidnapping children. 

Watch #BrassTacks with @Zakka_Jacob. https://t.co/hDMrg4GeaJ",,
CNNnews18,"#NewsAlert – Self-proclaimed godman Nithyananda has FIR registered against him on charges of alleged kidnapping and wrongful confinement of children to make them collect donations for his ashram.

@dave_janak with details. https://t.co/RLL51MyDvL",,
CNNnews18,"#NewsAlert – CBI files a chargesheet in the Unnao survivor gang rape case before the CBI court.

Naresh Tiwari, Brijesh Yadav Singh and Shubham Singh have been named as accused in the charge sheet for kidnapping and raping the survivor a week after she was raped by Kuldeep Singh. https://t.co/VYfIIVBGGd",,
CNNnews18,"#NewsAlert – Another girl - this time just 13-year-old Pooja Kumari who is kidnapped by Syed Irshad Shah &amp; forcibly converted to Islam. She‘s from Bakhsho Laghari Taluka Hosri, Dist Hyderabad of Pakistan; tweeted @mssirsa.

Watch #TheRightStand with @AnchorAnandN. https://t.co/GZuYoIoVg9",,
CNNnews18,"In a shocking incident, a 91-year-old man was allegedly kidnapped by his domestic help in South Delhi’s Greater Kailash 2 area. The accused abducted the victim after locking him inside a refrigerator.

https://t.co/96qRpS5YX8",,
CNNnews18,"#NewsAlert | Hindu girl kidnapped from Pakistan, she has been untraceable since August 29. | @SiddiquiMaha with more details https://t.co/GKSsyAtV39",,
CNNnews18,"#NewsAlert | Kidnapping rumours spark fear among Delhiites, @mitrasouvik123 &amp; @sagargupta281 speak to residents. https://t.co/tdq1pZtCxH",,
CNNnews18,FaceApp-like Technology Helps Chinese Police Reunite Man Kidnapped 18 Years Ago with Family https://t.co/KjNnGDNX7p,,
CNNnews18,"#NewsAlert – @AITCofficial’s Sougata Ray has given adjournment motion notice in Lok Sabha over the kidnapping of Karnataka MLAs. This is an assault of Parliamentary democracy, says Sougata. | #KarnatakaNataka https://t.co/bEfgq5xPR0",,
CNNnews18,"#KarnatakaNataka | The Speaker &amp; @INCIndia know they're miserably short of majority &amp; so the lame excuses. One such excuse was that @BJP4India kidnapped an MLA, when he was in Chennai due to ill health: Mukul Rohatgi, rebel MLAs Advocate tells @bhupendrachaube on #Viewpoint https://t.co/XdSNMGATw4",,
CNNnews18,"#NewsAlert -- If @BJP4Karnataka kidnapped him, there will be a criminal complaint against them. MLA Patil is undergoing a treatment at Mumbai hospital: Speaker Ramesh Kumar | #KarnatakaNataka

Live Updates :: https://t.co/WpXkgHOben https://t.co/xL32vroEld",,
CNNnews18,#BREAKING – @AITCofficial claims councillor Shampa Mahant kidnapped by @BJP4India. TMC’s charge before Bongaon Municipality trust motion. 12 of 24 TMC Bongaon councillors recently joined BJP. TMC and BJP have 11 councillors each in Bongaon. https://t.co/AjJWiALMI1,,
CNNnews18,"#NewsAlert -- TRS (@trspartyonline) leader Nalluri Srinivas Rao kidnapped by Maoists. The incident happened late Monday night. According to the local police, land dispute with tribals is the reason behind kidnapping. A case has been booked and investigation is underway. https://t.co/xyUMPB0xP9",,
CNNnews18,"#NewsAlert – CBI registers case against former MP, Ateeq Ahmed and 17 others in a case related to kidnapping and assaulting real estate dealer, Mohit Jaiswal in December, 2018. https://t.co/greGgBsrLG",,
CNNnews18,"#NewsAlert -- Two Hindu girls kidnapped, converted to Islam in Pakistan on eve of Holi; @SushmaSwaraj seeks report | @SiddiquiMaha with more details 

Read more here: https://t.co/i33k5TOwMp https://t.co/D0SjUefb4z",,
CNNnews18,#NewsAlert -- Army jawan (of Jakli unit) kidnapped by militants from his residence at Qazipora Chadoora at Budgam in Jammu and Kashmir. More details awaited. https://t.co/rzXK3cIPVQ,,
CNNnews18,"#NewsAlert – CNN-News18 accesses Interpol notice on Yusuf Azhar. Yusuf Azhar wanted for hijacking, kidnapping and murder. #IndiaStrikesBack | Details by @Arunima24 https://t.co/x65MyCWAfd",,
CNNnews18,#NewsAlert – Woman gangraped in Parshavnath society by three persons in Greater Noida. She was kidnapped in a car and was brought to the place of incidence. All the accused fled from the crime scene. A case has been lodged with the Kasna police station of Greater Noida. https://t.co/LZht5VMO0n,,
CNNnews18,#NewsAlert – Woman gangraped by 11 people in Ludhiana yesterday. The victim was taken to an isolated location and gangraped. Rapists also kidnapped the woman’s male friend and demanded ransom. | @jyotik with more details https://t.co/5DyUI2xm3r,,
CNNnews18,"#NewsAlert -- RL N Murthy, an advocate has filed a complaint against @BSYBJP and @drashwathcn accusing them of kidnapping MLAs. | #MLAPoachingRow https://t.co/SRieiQntQg",,
CNNnews18,"#UPDATE – A total of 6 people were kidnapped in the last 2 days in Shopian abductions out of which 2 have been killed, and 2 people have been released while 2 are still missing. https://t.co/R4bGwODNtQ",,
CNNnews18,#NewsAlert -- One among the 5 kidnapped in the Shopian abductions has been killed. A throat slit body was found in south Kashmir. 2 youths Shahid Ganaie and Farooq Thokar have been released and 2 more of are still missing. https://t.co/ErsVOv83Se,,
CNNnews18,A man was arrested for allegedly kidnapping his friend's 3-year-old son and demanding a ransom of Rs 7 lakh https://t.co/wFewqqf9fV,,
CNNnews18,"#BREAKING -- #PakKillsOurBraves: Total of 4 were kidnapped last evening, 3 SPOs &amp; 1 civilian. The 3 SPOs have been killed &amp; civilian has been released unharmed. The civilian is a relative of a cop (not a relative of the 3 who have been murdered) https://t.co/rxUwrfZUSV",,
CNNnews18,#BREAKING -- Head BSF constable kidnapped and tortured to death. 50-year-old Narendra Kumar’s mutilated body recovered. Pakistan forces gouge BSF officer’s eyes out and slit his throat | @Arunima24 with more details https://t.co/Q3sbIrPRG8,,
CNNnews18,"#HaryanaRapeHorror – The victim from Jind alleged that she was raped by two people who had kidnapped and dragged her in a field. 

@arunodayM with details. https://t.co/Rl5TmsEsKv",,
CNNnews18,#EXCLUSIVE: There seems to a change in the terror policy in Kashmir. Now it is getting personal where they are resorting to kidnapping family members of the policemen. As many as 11 family members have been kidnapped. #FaceOff with @Zakka_Jacob. | #IndiaWithForces #ForcesTargeted https://t.co/6oT7gGIByR,,
CNNnews18,"The accused was suspected to have kidnapped his brother's son a class 4 student, to extort money from the parents.

https://t.co/M3rlrFqcR5",,
CNNnews18,If you’ve watched the trailer of #FanneyKhan you already know who will be kidnapped... and you should leave it at that | #FanneyKhanReview by  @RajeevMasand @RajkummarRao @AnilKapoor @RakeyshOmMehra https://t.co/oLx1GZDwRc,,
CNNnews18,"#BREAKING -- Three foreigners found dead after being kidnapped in Kabul, Afghanistan. The victims are from India, Malaysia and Macedonia | TOLO News https://t.co/vYC0qCyQBI",,
CNNnews18,"Another J&amp;K cop kidnapped by terrorists 
https://t.co/g5gawQGKBX",,
CNNnews18,#BREAKING -- J&amp;K cop Mudasir Ahmad Lone kidnapped by terrorists in the Tral region of the state. The cop was posted in the Awantipora region. This is the 5th case of abducting of security personnel https://t.co/vnSfxVCgnw,,
CNNnews18,#NewsAlert -- J&amp;K police suspect militants involved in the killing of cop Mohd Salim who was kidnapped. https://t.co/ZnxALjQYQr,,
CNNnews18,"#BiharCoalitionTwist -- Only Mahagathbandhan I can see in Bihar is reverse Mahagathbandhan. The only legacy which RJD is still known for is a legacy rich in kidnapping, extortion, corruption and now the worst form of dynastic politics: @tuhins tells @maryashakil on #Epicentre https://t.co/WnP1mO0gzt",,
CNNnews18,"Police on Friday recovered the body of a policeman who was kidnapped by militants from his home in Shopian district of Jammu and Kashmir.
 https://t.co/sdzlzNlyEO",,
CNNnews18,"The case pertains to the kidnapping of a teacher, Manoj Kumar, on November 26, 2014.
https://t.co/R3Id82nBso",,
CNNnews18,"#News18Immersive - ""Guys please be on high alert...three kids were kidnapped from my friend's area this morning...""

22 people were lynched following this one fatal WhatsApp message.

Here's how it unfolded across 6 states https://t.co/6Oa5dEEJAg",,
CNNnews18,"Similar to a case in TV series ""Black Mirror,"" a freelance US journalist, who travelled to Syria, claimed to be kidnapped by ISIS and tried multiple escape attempts over 30 months in the terror group's self-declared caliphate.
https://t.co/CBAKNdLCvJ",,
CNNnews18,"Eye-witness in passport bigotry case claims he was kidnapped from near his residence | @qazifarazahmad #PassportBigotryTwist 
https://t.co/hL6y51ALsZ",,
CNNnews18,#BREAKING - Kidnapped jawan Aurangzeb killed by terrorists. @islahmufti with more details. #Epicentre with @shreyadhoundial https://t.co/TfH0WLtI4e,,
CNNnews18,"#India360 with @arunodaym, @sayoniaiyar | Jawan kidnapped by terrorists. https://t.co/2UbQUnzkrh",,
CNNnews18,"A five-year-old girl was kidnapped, brutally raped and stabbed to death allegedly by a man who used to work at her father's tent house in Asaoti village in Haryana's Palwal district. https://t.co/Szu0OrSQGI",,
CNNnews18,Five men were arrested for kidnapping a 30-year-old woman from outside the Sahara Mall in Gurugram and gang-raping her at a guest house in Delhi’s Vasant Kunj area. https://t.co/WvIJwipT4A,,
CNNnews18,"In a suspected case of honour killing in Kerala, a newly-married man, allegedly kidnapped by bride's brother, has been found dead. https://t.co/VkgA7mg8ht",,
CNNnews18,"For past many weeks, a message has gone viral on WhatsApp claiming members of Pardhi gang who are kidnapping children have entered Telugu states | @tweetsakshi 
https://t.co/dW5ROSmGEY",,
CNNnews18,"We would like to congratulate the MLAs of Congress and JD(S) and the independents. Some of our legislatures were kidnapped. They were under the illegal custody of the BJP: Ghulam Nabi Azad, Congress | #KarnatakaFloorTest https://t.co/xRCQm9jLe0",,
CNNnews18,"Seven Indians kidnapped in Afghanistan; police suspect Taliban hand 
https://t.co/WFylS4lkZp",,
CNNnews18,"Harsh Goenka, Chairman of the Board of Directors of KEC International tweets about 7 Indians being kidnapped in Afghanistan; Requests EAM for assistance https://t.co/QGtIfgs0JU",,
CNNnews18,#BREAKING -- PMO briefed by security agencies over kidnapping of Indian nationals in Afghanistan. Indian side in touch with top brass of Afghan police: sources | info: @manojkumargupta https://t.co/0dQF0CXcba,,
CNNnews18,7 Indians kidnapped in Afghanistan #UPDATE -- Initial reports suggest that Taliban is behind this kidnapping. | info: @manojkumargupta https://t.co/E1CAVPtAaD,,
CNNnews18,"Seven Indian Engineers Working in Power Plant Kidnapped by Gunmen in Afghanistan
https://t.co/WFylS4lkZp",,
CNNnews18,"According to reports, 4 youngsters had kidnapped the girl from the house on Thursday night while the rest of the family had gone out to attend a wedding. https://t.co/whdcMuOEMR",,
CNNnews18,#BREAKING -- Delhi Police has arrested a 26-year-old youth for kidnapping and killing a DU student. https://t.co/dRXEz649Jd,,
CNNnews18,"#BREAKING -- Following Indian authorities’ confirmation of murder of a group of Indian workers kidnapped by #Daesh in 2014, France offers its condolences to victims’ families and loved ones and to Indian authorities https://t.co/UPe3c2XiG7",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/Xx7Q0ntC81",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/f3YkDwCCQU",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/Ea5j0USbrQ",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/WuvScocadq",,
CNNnews18,"#EXCLUSIVE | In order to escape, I lied to the ISIS terrorists that my name is Ali and I’m Bangladeshi: Harjit Masih, Mosul kidnapping survivor, tells @zakka_jacob on #Faceoff | #MosulTragedy https://t.co/99bhAZLQSP",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/K0KztaCaEE",,
CNNnews18,"#EXCLUSIVE | Harjit Masih, Mosul kidnapping survivor, recalls the horror, and tells @zakka_jacob how the 39 Indians were shot dead by ISIS | #Faceoff | #MosulTragedy https://t.co/lFGkTECqKg",,
CNNnews18,"#EXCLUSIVE | I was telling the truth for the past 3 years, that those Indians were killed. I don’t know, why the Govt didn’t believe me: Harjit Masih, Mosul kidnapping survivor, tells @zakka_jacob on #Faceoff | #MosulTragedy https://t.co/aaNps3ZrZW",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/wmabrDOrqQ",,
CNNnews18,"39 Indians kidnapped by ISIS in Mosul 4 years ago are dead, confirmation came from MEA @sushmaswaraj - Did Govt mislead the families and the nation for 4 yrs? Or did they just want to be sure? Watch every aspect of #MosulTragedy on #EpicentrePlus with @shreyadhoundial at 10.30pm https://t.co/3NTQKSLzOM",,
CNNnews18,"#MosulTragedy - I have never met Sushma Swaraj, just spoke to her once when she called me while I was in Iraq. I just told her the same thing that I am the only Indian alive and all others have died: Harjeet Masi, the lone survivor of Mosul kidnapping https://t.co/uwh3eklLjS",,
CNNnews18,"The lone survivor of the Mosul kidnapping Harjit Masih said @SushmaSwaraj’s statement about the death of 39 Indians in Mosul on confirms what he has been telling the government for the last three years. #MosulTragedy 
https://t.co/EoTidSX61x",,
CNNnews18,"#EXCLUSIVE -- A fake case was registered against me and I was sent to jail for 6 months. My father lost his life because of this: Harjit Masih, Mosul kidnapping survivor tells Network18 

#LIVE: https://t.co/cETXbyGglH https://t.co/QDGRUya5la",,
CNNnews18,"#EXCLUSIVE -- It would have been better if I had died there. I have got stuck in this issue because I told the truth to the government: Harjit Masih, sole Mosul kidnapping survivor tells Network18 

#LIVE: https://t.co/cETXbyGglH https://t.co/M0kFws72vk",,
CNNnews18,"#MosulTragedy -- What Sushma ji said today, I have been saying the same thing for 3 years: Harjit Masih, Mosul kidnapping survivor to Network18 

#LIVE: https://t.co/DGfMHSDmC8 https://t.co/ORywVgqSK6",,
CNNnews18,"#BREAKING -- Sushma Swaraj confirms death of Indians in Mosul; says 39 Indians who were kidnapped in June 2014 are dead

#LIVE: https://t.co/PvjroiZ2Ht https://t.co/8CKVUIjpIE",,
CNNnews18,The disappearance of a Kashmiri medical student from Bhubaneswar took a new turn after a handwritten poster was found claiming that he was kidnapped by Maoists. https://t.co/wO5IONl8hC,,
CNNnews18,"Shira was wanted in several cases of murder, kidnapping, bombings and extortion, besides the killing of Nationalist Congress Party candidate, Jonathone Sangma.
https://t.co/wizNQdhQkW",,
CNNnews18,"Special CBI court allowed Pandey's discharge application on the ground that there was no evidence against him related to the kidnapping and murder of Ishrat Jahan.
https://t.co/XitULv17gp",,
CNNnews18,"#BREAKING -- In a dramatic late-night encounter near Ghaziabad, the crime branch of the Delhi Police has rescued a child who was kidnapped from his school bus just a day ahead of Republic Day | @saahilmenghani with more details https://t.co/xdjpg3SbW2",,
CNNnews18,"A case of murder, kidnapping and attempt to murder has been registered against the accused.
https://t.co/R1mnCUZWBb",,
CNNnews18,"12-year-old boy who was kidnapped by two people in Delhi's Jyoti Nagar area, has been rescued by police | @Nitisha_Kashyap 
https://t.co/vGOwc3I28L",,
CNNnews18,"#BREAKING -- Shocking Kidnapping Case in East Delhi: 2 men enter a school bus, shoot the driver and abduct a kid. 20-22 children were inside the bus. Efforts are on to rescue the child | @saahilmenghani with more details https://t.co/R9W1uUAhNY",,
CNNnews18,"#BREAKING -- Shocking Kidnapping Case in East Delhi: 2 men enter a school bus, shoot the driver and abduct a kid. Efforts on to rescue the child https://t.co/Qvb5GFdigQ",,
CNNnews18,"Global #EXCLUSIVE #BREAKING | Pak can’t lie and hide anymore, its national, reveals on a news channel, Kulbhushan Jadhav was kidnapped from Chabahar | #FaceoffAt9 with @zakka_jacob | #JadhavKidnapTruth https://t.co/5Jxj2MOrvh",,
CNNnews18,"Kulbhushan Jadhav was kidnapped from Iran, and it has been confirmed today by Mama Qadeer Baloch: @syedzafarBJP, BJP, tells @zakka_jacob on #FaceoffAt9 | #JadhavKidnapTruth https://t.co/mu9PjQETaj",,
CNNnews18,"German diplomats won’t speak until they’re sure about it, and they’ve said, Jadhav was kidnapped: G Parthasarathy, Fmr Indian High Commissioner to Pakistan, tells @zakka_jacob on #FaceoffAt9 | #JadhavKidnapTruth https://t.co/51J4K2fFDv",,
CNNnews18,"CNN-News18 Global Exclusive #BREAKING | Mullah Omar Irani works for the ISI. He is involved in the kidnapping of many Balochis, and he's involved in murders. He does it for money: Mama Qadeer | @manojkumargupta @zakka_jacob #FaceoffAt9 | #JadhavKidnapTruth https://t.co/Vu66ySOfMW",,
CNNnews18,"CNN-News18 Global Exclusive #BREAKING | Mullah Omar Irani works for the ISI. He is involved in the kidnapping of many Balochis, and he's involved in murders. He does it for money: Mama Qadeer | @manojkumargupta @zakka_jacob #FaceoffAt9 | #JadhavKidnapTruth https://t.co/XC46W5wfJY",,
