User,Tweet
indiatvnews,"A 10-year-old girl was #raped and killed during a wedding function in Kabirdham district of Chhattisgarh, following which a young man was arrested, police said.
https://t.co/hcs09ApOyy"
indiatvnews,#NewsAlert | 35-yr-old woman allegedly raped by her own father and his two friends in #UP's Sitapur
indiatvnews,"#NewsAlert | 12-year-old girl allegedly raped for the past several days in #Punjab's Amritsar by a youth, who lived as a tenant in her grandmother's house"
indiatvnews,#NewsAlert | Seven-year-old girl attending a wedding ceremony in #UP's Etah district allegedly raped and strangulated to death by a man hired to set up tents; accused arrested
indiatvnews,"#BreakingNews: Eight-year-old girl killed after being allegedly raped in #UttarPradesh's Etah, accused arrested
 https://t.co/MVy9aYtlbv"
indiatvnews,"#NewsAlert| Eight-year-old girl killed after being allegedly raped in #UttarPradesh's Etah, accused arrested. Further investigation underway"
indiatvnews,"The autopsy report said there were 86 injury marks on her body, including the private parts, indicating that she was tortured and raped. https://t.co/iYZuSrrUOD #Surat #suratpolice"
indiatvnews,#NewsAlert | 9-year-old allegedly raped by her step-father in Madhya Pradesh's #Gwalior; man absconding
indiatvnews,"They alleged that #KuldeepSinghSengar raped her, no action was taken &amp; they were beaten up by the other party. On further probe it was found that both parties are in a dispute since 10-12 years: Rajiv Krishan, ADG Lucknow on woman attempting suicide outside CM residence (ANI) https://t.co/v0KMKjzQcL"
indiatvnews,"#NewsAlert | Minor allegedly raped by a friend of her father, then gang-raped by three men in Jashpur on March 12. All accused arrested #Chhattisgarh (ANI)"
indiatvnews,#NewsAlert | Minor girl allegedly gang-raped in #UP's Sitapur; investigations underway
indiatvnews,"All four involved arrested. One of the accused who used to be her friend, tried to contact her, invited her to meet her at some place to sort out issues. He then took her to his friend's house &amp; called other friends to the place, where she was raped: Rahul Kumar Lodha, SP #Bhopal https://t.co/euFWnQVrhF"
indiatvnews,"NewsAlert | Girl allegedly gang-raped, after being abducted from MP Nagar by two youths in Bhopal. Four people arrested #MadhyaPradesh"
indiatvnews,"An 18-year-old girl committed suicide after she was raped by a man on 13  March. The man had been immediately arrested on that day itself and  sent to judicial remand. A case has been registered: Circle inspector, #Chilkalguda police station #Hyderabad"
indiatvnews,#NewsAlert | A woman journalist lodged a written complaint with #Delhi police alleging she was molested by Delhi Cantt SHO during #JNU Protest march earlier today
indiatvnews,"Actress #DaisyIrani reveals she was raped at age 6, says ‘The man who did this was supposed to be my guardian’
https://t.co/JfmPbJcwbU"
indiatvnews,"#NewsAlert | 18-year-old in West Bengal's Barasat lodges FIR against Arjuna awardee table tennis player #SoumyajitGhosh, accusing him of rape. Victim says, 'we were in a relationship since last 3 years, during which he raped me. He also promised to marry me, but refused later.'"
indiatvnews,"We received complaint from a 21-yr-old woman, this evening who stated, she booked cab from her residence in Shamshabad &amp; after boarding the car, the driver misbehaved and molested her. We have registered a case and further probe is on: SHO, RGI Airport Police Station #Telangana"
indiatvnews,"Eight-year-old girl was raped and murdered by a second-year law student in #Agra yesterday. SHO Hariparwat area, #MCGautam says 'accused has been  arrested. He was intoxicated when he committed crime'"
indiatvnews,"Vishnu Krishna Nalawade (53), a resident of Naganwadi in Bhudargad tehsil, allegedly raped the bed-ridden woman, who lived in his neighbourhood, on March 4, 2015. https://t.co/uSdWhSsCWJ"
indiatvnews,"NEWS ALERT | Student attempts suicide by jumping off from a building in UP's #Moradabad after being allegedly raped; says 'for the past 6 months, he was threatening that he will upload a recording of me on Internet'. Accused arrested"
indiatvnews,"#Haryana: Class X student raped by principal on pretext of helping to pass CBSE board 

https://t.co/i1G6Bhrad4"
indiatvnews,"NEWS ALERT | Madhya Pradesh: Case registered, probe underway after minor girl was allegedly molested at #Indore's Treasure Island Mall on March 8, 2018"
indiatvnews,"I was going to my friend's house when this incident took place. 6 boys raped me and made a video of the act on gunpoint. They told me if I reported or told anyone about the incident, they would kill my younger brother. I know these perpetrators: Victim, Bulandshahr"
indiatvnews,Minor allegedly gang-raped in Bulandshahr. Police says it has taken cognizance of the case &amp; has registered an FIR. Two of the six accused have been arrested
indiatvnews,"NEWS ALERT| Four-year-old girl allegedly gang-raped in #Chittorgarh last night, admitted to hospital in a critical condition. Police investigation underway #Rajasthan"
indiatvnews,"#Maharashtra: Man shot dead, his friend allegedly gang-raped by unidentified persons in Titwala after the victims refused to give them money yesterday. Case registered, accused absconding https://t.co/CY09NDQgnV"
indiatvnews,"#BreakingNews: Minor girl allegedly raped by her neighbour in UP's #Moradabad, accused held  https://t.co/J9oOMoEgCy"
indiatvnews,"#HimachalPradesh: Three and a half year old girl allegedly raped in #Kangra's Haripur. Accused, who is known to the victim's family, has been arrested"
indiatvnews,"#Jodhpur: Police says #UK national has filed a complaint that two men on motorbike sexually molested her as she was walking back to her hotel yesterday, says, we are examining CCTV footage and investigation is on #Rajasthan"
indiatvnews,"NEWS ALERT | Eight-year-old girl allegedly raped in UP's #Hardoi, accused arrested. Victim sent for medical examination"
indiatvnews,NEWS ALERT: Minor allegedly raped by a neighbour in UP's #Ghaziabad after she was given spiked food; investigations begin
indiatvnews,"NEWS ALERT: Woman allegedly sexually molested by brother in law in #Banda's Jaspura, Uttar Pradesh"
indiatvnews,Case registered &amp; investigation has begun. It's being probed who was  he &amp; under what circumstances he did that. It's case of perversion &amp; depraved mindset. Passengers in the bus should have intervened too: @DelhiPolice CPRO on #Delhi University's student molested by man on bus https://t.co/ZtU6vY5lQ1
indiatvnews,"#WestBengal: Parents staged protest in front of Carmel Primary School after a teacher allegedly molested a student of Class 2, accused teacher detained by police https://t.co/sIGcIkCMgR"
indiatvnews,"NEWS ALERT: Minor gang-rape victim allegedly raped by a police personnel in #Jharkhand's Jamshedpur. Prabhat Kumar, City SP says, it is a year-old incident, the accused police personnel has been line closed and a team has been constituted to investigate the incident"
indiatvnews,A student of Class 12 raped by her neighbor in her home in #Ranhaula on February 5th. A case has been registered and the accused has been arrested: @DelhiPolice
indiatvnews,"J&amp;K: Kulhgam police rescued a minor who was kidnapped from her home on 21 January; 3 people arrested, SIT constituted to investigate the case. Victim says, I was drugged, molested &amp; blackmailed with a video they made of me. I don't want the same thing to happen to other girls https://t.co/s6kK4Z7D0y"
indiatvnews,"Teenage girl allegedly raped in Hyderabad cinema hall while watching #Padmaavat , accused arrested
https://t.co/UY6lXme67R"
indiatvnews,19-year-old girl allegedly raped inside a cinema hall in #Hyderabad on January 29. Police have arrested the accused and initiated action against the cinema hall owner (ANI)
indiatvnews,"The girl says she was raped by her neighbor when she was alone at her home. Based on her complaint he was arrested today: #RayeesAkhtar, ASP Moradabad https://t.co/oJ2xTdhUd2"
indiatvnews,NEWS ALERT: Woman commits suicide by jumping in front of a train in Chhatarpur's Harmalpur railway station in #MadhyaPradesh. She was allegedly being harassed and molested by two men since a year
indiatvnews,"NEWS ALERT: 8-month-old girl allegedly raped by her cousin in #Delhi's Shalimar Bagh last night, admitted in hospital under critical condition, accused arrested, investigation underway"
indiatvnews,8 month old girl allegedly molested by cousin in #Delhi's Shakurpur area. The accused Suraj has been arrested by Police
indiatvnews,"#Meerut: Girl shot at yesterday in Kithore, family alleges girl was raped before being shot"
indiatvnews,"Women have the right to live, despite being raped sir- Swara Bhaskar to Sanjay Leela Bhansali 
#Padmaavat #SanjayLeelaBhansali @ReallySwara 
https://t.co/07K6nk7esb"
indiatvnews,"Seven-year-old girl undergoing treatment in a critical condition after allegedly being raped in Kannauj, Circle Officer Lakshmi Kant Gautam says 'girl was found near the house of a man, she also gave description of a man with big beard &amp; mustache after which we arrested the man' https://t.co/R0nO9428ac"
indiatvnews,"NEWS ALERT: Case registered against 5 persons after a minor girl was allegedly gang-raped on January 11, in Harda's Betul district in #MadhyaPradesh. The incident occurred when she was on her way to school from Betul to Khandwa; investigations begin"
indiatvnews,#Kunduli gangrape: The minor girl had alleged that she was raped by four men in school uniform in Kunduli on October 10 last year https://t.co/HdDLZjGsI0
indiatvnews,"The accused dragged her out of the car and while three of them held her husband and brother-in-law at gun-point, the fourth one raped her. https://t.co/ixQ4C7VeSS"
indiatvnews,Haryana rape cases: 'Hurt' CM Khattar advocates capital punishment for culprits if girls below 12 raped https://t.co/29GADgbsIW https://t.co/vdITaVkQ4a
indiatvnews,"A 32-year-old pregnant woman was allegedly #raped by some unidentified men when she had gone to relieve herself in the field in Uttar Pradesh's Kachula village.
https://t.co/EwBO0maUYz"
indiatvnews,NEWS ALERT: FIR registered after 80-year-old woman was raped in #Pune's Talawade on January 13; accused absconding
indiatvnews,"#AndhraPradesh: 8-year-old girl was allegedly raped by her neighbour in  Sileru forest area under GK Veedhi police station limits in #Visakhapatnam on Wednesday. Accused arrested, case registered under 376 IPC &amp; Section 3 of #POSCOAct"
indiatvnews,College student allegedly raped in #Gurugram district's Farrukhnagar: One accused has been arrested by Police. #Haryana https://t.co/ur8geRicvj
indiatvnews,#Haryana: College student allegedly raped in #Gurugram district's Farrukhnagar on Monday. Case registered against 2 accused
indiatvnews,"She filed complaint that 2 men raped her at her house. She was sent for medical examination. Case registered under various section of the IPC. Accused will be arrested as soon as possible. A special team has been formed for that: Bimla Devi, Fatehabad Women Police Station SHO"
indiatvnews,"#Haryana: A 20-year-old woman gang raped in #Fatehabad's Bhuthan village while she was alone in her house yesterday, special team formed to nab the accused https://t.co/BAxPURhiy4"
indiatvnews,"The shocking incident of the alleged rape of the Dalit girls came close on the heels of another incident last month, in which a six-year-old girl was allegedly raped and killed in #Haryana's Uklana area in Hisar district.
  https://t.co/oCpswwDtsy"
indiatvnews,"We got info that a 3-&amp;-a-half-yr-old girl was raped. Case was registered. The accused, her 15-year-old neighbor, was rounded up &amp; produced before Juvenile Justice Board today. Her parents work as laborers &amp; were not around when the incident took place: Jitender Kumar, DSP, #Hisar"
indiatvnews,"#Haryana: A 3-and-a-half-year old girl raped by her 15-year-old neighbor yesterday evening, accused presented before Juvenile Justice Board. Father says, 'All I want is my child to survive' https://t.co/1SszNnco4y"
indiatvnews,"Faridabad: 15-year old allegedly raped in Faridabad on Saturday. FIR registered, 1 accused arrested. #Haryana"
indiatvnews,"A 22-year-old girl was kidnapped in a car and was raped by 3 unknown men yesterday, injury marks also found on her head and body. The girl was later dropped near a petrol pump in Sikri; SIT constituted for investigation, FIR registered: ACP Crime branch #Faridabad, #Haryana"
indiatvnews,"#Odisha: Locals and family of a woman who was allegedly raped by her father-in-law and set on fire yesterday stage protest demanding strict action against the man and his family in Mayurbhanj's Rairangpur, man arrested https://t.co/zzxQ40wxAv"
indiatvnews,NEWS ALERT: Rajendranagar police in #Hyderabad rescues 17-year-old girl who was missing since 3 days. She was allegedly raped on pretext of marriage; search for the accused on
indiatvnews,"NEWS ALERT: A 14-year-old girl gang-raped in Tikamgarh's Madumar Village. We have arrested 3 men, one is absconding. girl admitted in hospital: Rakesh Khakha, ASP Tikamgarh #MadhyaPradesh"
indiatvnews,"A 17-year-old girl, who was #raped by a man and his cousin in an unidentified house in Delhi's Shahdara, has identified the accused through their #WhatsApp and #Facebook profile pictures, police said.
https://t.co/XAUyKIdHYH"
indiatvnews,#Kerala A transgender was allegedly molested and attacked by a man in Malappuram in yesterday; Victim has registered a complaint and is undergoing medical treatment
indiatvnews,"Three armed men allegedly #raped a woman after taking her husband and brother-in-law hostage at #gunpoint in a forest near Bhadawal village here, police said.
https://t.co/kkYUko328a"
indiatvnews,"19-year-old girl allegedly molested &amp; beaten up by owner of the factory where she was working in #MadhyaPradesh's Sagar, accused absconding. Police investigation underway"
indiatvnews,"19-year-old woman thrashed, #raped in #Dwarka, 2 arrested
https://t.co/aspbzOa8NE https://t.co/iqjYLSbL8P"
indiatvnews,NEWS ALERT: Five-year-old girl allegedly raped by her uncle in #Banda; case registered
indiatvnews,"Seven year old girl allegedly molested in #Pilibhit's Puranpur, admitted to hospital in critical condition.Police register case"
indiatvnews,NEWS ALERT: A 20-year-old woman allegedly abducted and raped by four men who were witnesses in a murder case against her father in #UttarPradesh's Shahjahanpur (PTI)
indiatvnews,"6-yr-old girl out to attend nature's call, abducted, gang-raped in Uttar Pradesh's Mahoba district
https://t.co/bSDHwHaUXq https://t.co/1DpQdeqGiC"
indiatvnews,"NEWS ALERT: Man in UP's #Bulandshahr alleges his daughter was raped by her brother-in-law and his friend, was later given #TripleTalaq when she complained about it to her husband. Case registered under relevant sections, investigation on"
indiatvnews,"I am from #Chhattisgarh. I came here in 2008 at the age of 12. I was naive and didn't know what was being done with me, When I refused to do anything, I was raped by 3 'babas' here. I was kept captive, beaten up &amp; repeatedly raped. He has several #Ashrams all over #India: Victim"
indiatvnews,NEWS ALERT: Minor kidnapped and allegedly molested in #Ghaziabad's Sahibabad. Police register case (ANI)
indiatvnews,#MadhyaPradesh: 3 people arrested after they allegedly molested and threatened a woman police Sub-Inspector at gun-point in Vidisha
indiatvnews,"NEWS ALERT: Minor girl allegedly gang-raped by 3 men in #UP's Mainpuri, set ablaze by the culprits after she reported to police. Family members 
allege that the 3 people were troubling her for the last 3-4 months; FIR registered (ANI)"
indiatvnews,"#MadhyaPradesh: A 15-year-old girl who was gang-raped and set on fire in Sagar's Dewal Village on 7th December, died under treatment at Bundelkhand Medical College"
indiatvnews,"#Mumbai: Six-year-old girl allegedly raped by a man. Police has arrested the accused under IPC sections 376, 354 and POCSO Act 4 and 5"
indiatvnews,"The teen was first gang-raped by two, one of whom was a known, and then by another who had promised help.  https://t.co/2u0hcJbSZJ"
indiatvnews,"15-year-old #CancerSurvivor allegedly raped by 2 men in Sarojini Nagar in #Lucknow, later sexually assaulted by another person whom she asked for help: Police"
indiatvnews,"#Lucknow: 16-year-old girl allegedly gang raped by a group of men while she went to buy groceries yesterday, she was later raped by her neighbour when she sought help from him. Police says one accused arrested, others absconding #UttarPradesh https://t.co/OQ9d04vVWb"
indiatvnews,"Dangal actress #ZairaWasim molested on a #Vistara flight; #OmarAbdullah demands strict action
https://t.co/weBm19bJZa"
indiatvnews,"#ZairaWasim molested on a #Vistara flight; actress denied filing complaint, say airline officials 
https://t.co/weBm19bJZa"
indiatvnews,"#MadhyaPradesh: 15-year-old girl gang-raped by two people and set on fire in #Sagar, admitted in a hospital. Case registered, accused persons on the run"
indiatvnews,"BREAKING NEWS:15-year-old girl allegedly gang-raped by two people in #MadhyaPradesh's #Sagar, admitted in a hospital. Case registered, accused persons on the run (ANI)"
indiatvnews,"Breaking News: 17-year-old allegedly gang-raped at gunpoint in a field in #Hamirpur's #Majhgaon (#UttarPradesh), case registered"
indiatvnews,#WestBengal: Protest outside GD Birla Centre for Education school in #Kolkata where a four-year-old student was molested https://t.co/qwv1YjoWrE
indiatvnews,#Delhi Woman allegedly molested by an unknown man on terrace of an office in #ConnaughtPlace; case registered
indiatvnews,#Jharkhand: 7-year-old allegedly molested by 67-year old Principal of Telaiya Public School in Koderma. Police says FIR has been registered &amp; probe is underway https://t.co/uovxpAV1Hy
indiatvnews,#WestBengal: People staged a protest outside GD Birla Centre for Education school in #Kolkata where a four-year-old was molested yesterday https://t.co/vaSl4kfzal
indiatvnews,#HimachalPradesh: Serving colonel who allegedly raped daughter of junior colleague posted at Army Training Command-Shimla sent on judicial remand till 8th December. He was arrested on 22nd November
indiatvnews,"A woman popcorn vendor was raped on-board Amarkantak Express between #Bhopal and Itarsi; Case registered, investigation on and search for accused is underway: BL Sen, TI GRP, Habibganj, #MadhyaPradesh https://t.co/SkfqjCz6lV"
indiatvnews,"#MadhyaPradesh: Differently abled girl allegedly raped in Damoh, accused arrested. Police probe underway https://t.co/xisEGI5Uum"
indiatvnews,NEWS ALERT: Serving colonel sent on police remand till November 25; he allegedly raped daughter of junior colleague posted at Army Training Command-#Shimla (ANI)
indiatvnews,"An anonymous letter accuses #WonderWoman @GalGadot of victim-shaming her roommate when she was 'raped' #Viral 
https://t.co/tt0KzLHxyx"
indiatvnews,"The actress, who has worked in Tamil and Telugu films, was abducted and allegedly molested inside her car for two hours by the accused
https://t.co/nBrQuMISSC"
indiatvnews,#Rajasthan  Suspended IAS officer BB Mohanty who allegedly raped a 23-year-old  woman in 2014 surrendered before police in #Jaipur yesterday. He will undergo medical tests today https://t.co/mfruUcfTM2
indiatvnews,"Shocking! Aksar 2 actress Zareen Khan 'nearly molested' by strangers in Delhi

https://t.co/hXa1Is5VGg https://t.co/SmvSoWf4tv"
indiatvnews,The incident comes days after a woman was allegedly raped by four men for nearly three hours near the railway tracks in #Bhopal https://t.co/OYepn7Fs9w #MadhyaPradesh #Rape
indiatvnews,Video: 25-year-old #journalist ‘molested’ at #Delhi's #ITO #Metro station on Nov 13; accused arrested https://t.co/Z8QjtZCKxW https://t.co/cigPM8Z1Ly
indiatvnews,"Then she boarded a taxi to Rohini and on the way an associate of the driver sat in the vehicle. They later drove the car to Greater Noida and gang-raped her there: Ishwar Singh, DCP South #Delhi https://t.co/UxMlwDGWeW"
indiatvnews,"We have found some contradictions, in our initial investigation, we are trying to verify them: Ishwar Singh, DCP South #Delhi on woman looted, gang-raped by a taxi driver and his associate in #GreaterNoida https://t.co/QACNVyPNrx"
indiatvnews,"Woman allegedly gangraped and looted by a taxi driver and his associate. Case registered in #Delhi’s Hauz Khas police station. Girl was taken from Ansal Plaza to #GreaterNoida, allegedly raped and dropped there"
indiatvnews,"Uttar Pradesh: Woman gang-raped and dumped near RTO Office in #Unnao, police forms team to arrest the culprits"
indiatvnews,"#MadhyaPradesh: The medical test established that the girls were raped by him. A case  has been registered. He has been sent to jail, says Dilip Puri, SHO Khandwa https://t.co/dNWROixoPw"
indiatvnews,"Minor girl allegedly raped in #Delhi's #ShahpurJat, accused arrested by Police; victim admitted to hospital"
indiatvnews,"Woman gang-raped in #Indore after being offered lift in a car, accused in police custody
https://t.co/TRtfjVMe0x https://t.co/qPeqSNIURK"
indiatvnews,"#BREAKING: Woman gang-raped in #Indore after being offered lift in a car, accused in police custody https://t.co/XpI5LFcTLk"
indiatvnews,"#MadhyaPradesh: Woman allegedly gang-raped on 30th October in #Indore; both accused under police custody, at present"
indiatvnews,"#AndhraPradesh: Two minor girls allegedly raped by two men including an auto-rickshaw driver in Visakhapatnam's Araku, complaint lodged with police. One accused in police custody, another on the run"
indiatvnews,"Woman allegedly gang-raped in #Rajasthan's #Jodhpur, files complaint with police. Investigation underway"
indiatvnews,"Minor allegedly molested in #Bijnor by a shopkeeper, victim admitted to hospital, case registered"
indiatvnews,MP: Locals &amp; relatives of the minor girl who was raped &amp; killed yesterday in #Guna's #Madhusudangarh staged a protest demanding justice https://t.co/FerNZKkRFp
indiatvnews,Postmortem established girl was raped. Case registered under IPC Sec 376 &amp;302: SP Dewas on 12-yr-old girl raped &amp;killed y'day #MadhyaPradesh
indiatvnews,"Uttar Pradesh: 4.5-year-old girl raped in #Bijnor. Police register case, say investigation is underway to nab the culprit"
indiatvnews,He raped me and was in a relationship with several other women. I met him in #Vrindavan: Foreign national
indiatvnews,"#Mathura: 20-yr-old foreign national says she was raped by a bank manager on pretext of friendship. Case registered, man taken under custody"
indiatvnews,"19-year-old woman abducted, gang-raped in #Bhopal, 4 arrested
https://t.co/BicfM9vG7q https://t.co/8ehjv0UJ2o"
indiatvnews,"#Delhi: A 1.5-year-old was allegedly raped by a 33-year-old man in Aman  Vihar yesterday; Accused arrested, case registered under 6 #POCSO"
indiatvnews,#MadhyaPradesh: Girl allegedly gang-raped by four men while she was returning home from coaching classes in #Bhopal
indiatvnews,3 year old girl allegedly molested in #MadhyaPradesh's Betul. Victim  admitted to hospital in critical condition. Accused arrested
indiatvnews,"Girl was raped in March. She didn't tell her parents&amp;had stopped going to school. Now when she told them, they came to us: #ShikhaSingh, SHO https://t.co/apxX0yf8sj"
indiatvnews,"UP: Two persons allegedly gang-raped a woman in Sitapur's Machhrehta. Case registered, accused absconding"
indiatvnews,"UP: Girl accompanied by her brother allegedly gang-raped by four persons yesterday in Rampur's Bhot, brother also injured. Case registered https://t.co/gUYT818atB"
indiatvnews,"The ATS officer has done illegal construction in our society, when I objected he beat me, pulled hair and molested me: Victim"
indiatvnews,"Meerut: 100-yr-old woman dies after she was allegedly raped by 24-yr-old man in Jani.Police say accused was in inebriated condition,arrested"
indiatvnews,"#GreaterNoida: A student of #KaushalyaWorldSchool allegedly raped by book seller working at the school. Case registered, accused absconding"
indiatvnews,#AndhraPradesh: Woman allegedly raped in broad daylight in #Visakhapatnam. More details awaited
indiatvnews,"Minor girl allegedly molested in #Mumbai on October 17th, also beaten up as she protested and raised the alarm"
indiatvnews,"Woman allegedly gang-raped by four persons in #UttarPradesh's Mau, admitted to district hospital in critical condition"
indiatvnews,"Minor girl gang-raped in #UttarPradesh's #Hardoi, hospitalized. Case registered by police against six persons"
indiatvnews,#Mathura: 19-year-old girl kidnapped from #Delhi-#Agra Highway while  returning from her uncle's home. She was allegedly molested in July
indiatvnews,"45-year-old Jain monk Acharya Shantisagar allegedly raped a 19-year-old girl on October 1 #Surat

https://t.co/ygQ8Qeh7tZ"
indiatvnews,Complainant's parents were devotees of the Acharya and allege that he raped her after calling her to the Ashram: Surat Police https://t.co/JWNaN84jDM
indiatvnews,Gujarat:Acharya Shantisagar Maharaj arrested in alleged rape case in Surat. A 19-yr-old woman had filed complaint that he raped her on 1 Oct https://t.co/PI3DwF641y
indiatvnews,Girl attempts suicide after being allegedly molested in #Moradabad. Admitted to hospital
indiatvnews,"‘My wife was raped, child killed’: #Canadian hostage, freed in #Pakistan , reveals 5-year long ‘kidnap’ ordeal https://t.co/1IvjKt1hpG https://t.co/Epjh7kIH3t"
indiatvnews,"#Maharashtra: #Thane Police says they have arrested house-keeping employee of DSD School, Kalyan who allegedly molested a Class I student https://t.co/W1UWlt2tRf"
indiatvnews,"30-year-old woman gang-raped in front of husband, child in Uttar Pradesh's Muzaffarnagar
https://t.co/6T9YqXEWmJ https://t.co/lLWZEi504Z"
indiatvnews,"MP: 6-yr-old allegedly raped, killed by her neighbour in #Jabalpur's Kundam; police say accused killed victim by attacking her with stones"
indiatvnews,#Rajasthan: College student forced to consume liquor and allegedly raped in #Sikar; accused taken into custody by Police; probe on
indiatvnews,#Muzaffarnagar: Woman allegedly gang raped by four men at gun point before her husband
indiatvnews,An M.A. student has now alleged that she was molested and thrashed by another student https://t.co/Cg6YTSV0yD #bhu_molestation
indiatvnews,An M.A. student has now alleged that she was molested and thrashed by another student https://t.co/Cg6YTSV0yD
indiatvnews,"6-year-old student raped in toilet of south Delhi school, housekeeping staff held
https://t.co/iGBGQRXq4d https://t.co/kQvBGgr6Rp"
indiatvnews,Class I student allegedly molested by #SantNirankariPublicSchool staff in Delhi's Malviya Nagar; accused sent to judicial custody
indiatvnews,#Jharkhand: 2 minor girls allegedly gang-raped by 3 men yesterday in Chattarpur's Palamu; police investigation underway
indiatvnews,#Rajasthan: Man tied to a pole and beaten by villagers on suspicion that he molested a girl in #Sikar's #Nechwa https://t.co/xOAaVH60Lg
indiatvnews,Girl allegedly gang-raped in #Bihar's Muzaffarpur late last night ; case registered against four people
indiatvnews,"Delhi woman allegedly abducted, gang-raped by 23 men in Rajasthan's Bikaner
https://t.co/wMi36Yi7BJ https://t.co/aBY556dYUx"
indiatvnews,Woman allegedly gang raped by 23 men in #Rajasthan's #Bikaner; case registered
indiatvnews,"#Sitapur: Girl allegedly raped by a self styled baba in Sitapur; case registered, investigation underway"
indiatvnews,#Mathura: Minor girl allegedly raped by 2 Policemen who stayed as tenants at her house; investigation underway https://t.co/OW2l8LYI3x
indiatvnews,"Delhi horror: #BPO worker gang raped in moving car in #Noida, dumped near #Akshardhamtemple https://t.co/ZzA2taAxXf https://t.co/P8knn6TmTe"
indiatvnews,"#Moradabad: Woman allegedly forced to consume liquor, raped by 4 men at Harthala station. Police investigations begin"
indiatvnews,Haryana:Parents protest outside The Millennium School in #Panipat after a sweeper allegedly molested a 9-year-old student in school premises https://t.co/7aU2fk4RkK
indiatvnews,"A Tollywood actress molested on street, 2 arrested
https://t.co/krYxgVq8ui"
indiatvnews,#UttarPradesh: Nine-year-old girl allegedly molested by a bus-conductor in Bareilly; case registered and accused arrested says police https://t.co/SN3aqeYwHi
indiatvnews,#UttarPradesh: Nine-year-old girl allegedly molested by a bus-conductor in Bareilly; case registered and accused arrested says police
indiatvnews,"Sub-Divisional Magistrate's report identifies 6 major lapses in #TagorePublicSchool, Gandhi Nagar, case where 5 yr-old girl was raped #Delhi"
indiatvnews,"#UttarPradesh: Woman raped in premises of a temple by cook and security  guard in #Mathura's Barsana on Sept 11 says police, case registered"
indiatvnews,"Exclusive Video: ‘Sadhvi’ exposes ‘lousy’ #RamRahim and #HoneyPreet, claims he raped 2,000 girls https://t.co/vciQaA4Gaq"
indiatvnews,"Exclusive Video: ‘Sadhvi’ exposes ‘lousy’ #RamRahim and #HoneyPreet, claims he raped over 2,000 girls https://t.co/vciQaA4Gaq"
indiatvnews,"#RamRahim has raped nearly 2,000 women till now, reveals #Dera sadhvi, watch @RajatSharmaLive in #AajKiBaat on @indiatvnews at 9.10 pm"
indiatvnews,"Kaushambi (UP): A girl of class 8 died after she was allegedly raped and set ablaze by a man, FIR registered, lookout for accused on"
indiatvnews,"5-year-old raped by peon in Delhi school, police says accused was drunk https://t.co/FRvVd3valK #SafeSchools"
indiatvnews,#KaranatakaPolice arrest a man who allegedly raped a 2.5-yr-old &amp; tried to bury her alive after committing the crime in Belgaum's Bailhongal
indiatvnews,"5-year-old girl raped inside Delhi school, peon arrested 
https://t.co/FRvVd3valK"
indiatvnews,They stalked her whenever she went to pick up her son from school. Blocked her path&amp;molested her. Arrested them after she complained: Police
indiatvnews,"Minor girl allegedly raped by three persons known to her, in #Delhi's Shastri Nagar. One accused arrested, sent to judicial custody"
indiatvnews,"Former security chief reveals #RamRahim killed dozens, raped more than 250 women, watch @RajatSharmaLive in #AajKiBaat at 8.57 pm"
indiatvnews,#UttarPradesh Woman allegedly raped and looted by a group of men at her house in Amroha
indiatvnews,"#Hyderabad: A 20-year-old woman from #Delhi allegedly raped in a guest  house in #Banjara Hills area, case registered, four accused nabbed"
indiatvnews,#Chandigarh Police releases sketch of the suspect who allegedly raped a 8th standard girl on 15th August https://t.co/pRcxn40LA3
indiatvnews,"Returning from #IndependenceDay function, 12-year schoolgirl raped in #Chandigarh #IndiaAt71
https://t.co/iprTjw5jMS"
indiatvnews,"Chandigarh: 8th standard girl allegedly raped while she was returning from school after #IndependenceDay celebrations, case registered"
indiatvnews,"Delhi: 20-year-old woman chef at 5-star hotel raped, thrown off fourth floor of under-construction building
https://t.co/KvUtWdHcQk"
indiatvnews,Delhi horror: 20-year-old woman thrown off fourth floor after being allegedly raped https://t.co/IwKbrO4YJ5
indiatvnews,#Meerut (UP): An eight-year-old girl allegedly raped by unidentified man at her school https://t.co/IfwNNnGXpB
indiatvnews,"#Hyderabad: Two women travelling in an auto molested by 6 people; case registered, police search on to nab the culprits"
indiatvnews,"Pakistani girl raped in ‘revenge’ for sexual assault committed by brother, 25 arrested  https://t.co/nZCOc6Xalv https://t.co/UBZAu3YOOE"
indiatvnews,16-year-old girl raped in front of family on order of #panchayat in #Pakistan
indiatvnews,"#Himachal Pradesh: People block NH5 in #Shimla's Theog, demanding  justice for a minor girl who was gang-raped and murdered in Kotkhai https://t.co/PJQ8oGiaob"
indiatvnews,"#HimachalPradesh: School children, villagers protest and demand justice for a minor girl who was gang-raped and murdered in Shimla's Kotkhai https://t.co/VeEELfyBC1"
indiatvnews,"#Maharashtra: Woman kidnapped, gang raped while returning from a hospital in #Latur, case registered, victim in critical condition"
indiatvnews,"NCW takes suo moto cognizance over Kamal Haasan revealing the name of Malayalam actress who was allegedly molested,says will send him notice"
indiatvnews,"15 year old girl allegedly gang-raped in #Mumbai. Police arrest three accused,search on for fourth. 3 sent to police custody till July 12"
indiatvnews,"#Delhi: Woman allegedly raped by an autorickshaw driver in Ghazipur, accused arrested"
